Core.size Pan.size BIC LogLikelihood
2 components 1 9 259.238718463528 -126.32352236576
3 components 1 10 81.6592662558892 -35.3365716846041
4 components 1 10 60.5706293326291 -22.5950286456378
5 components 1 10 64.9651295301072 -22.5950541670406
6 components 1 10 69.3610604446931 -22.5957950469973
7 components 1 10 73.7638354327439 -22.5999579636865
8 components 1 10 78.1845004314299 -22.6130658856933
9 components 1 10 82.5782074581026 -22.6126948216934
10 components 1 10 86.9486071173326 -22.6006700739722
Sample 1 9 NA NA
