1,Propionibacterium-phage-B5_taxid_189836.gbk,ID:NP_604421.1 |[Propionibacterium phage B5]||Propionibacterium-phage-B5_taxid_189836.gbk|hypothetical protein|291|NC_003460(5804):31-321:1 ^GeneID:935247^ Propionibacterium phage B5, complete genome.|neighbours:start(),ID:NP_604422.1(1)|neighbour_genes:start(),hypothetical protein|
2,Propionibacterium-phage-B5_taxid_189836.gbk,ID:NP_604422.1 |[Propionibacterium phage B5]||Propionibacterium-phage-B5_taxid_189836.gbk|hypothetical protein|660|NC_003460(5804):414-1073:1 ^GeneID:935248^ Propionibacterium phage B5, complete genome.|neighbours:ID:NP_604421.1(1),ID:NP_604423.1(1)|neighbour_genes:hypothetical protein,Putative structural ..|
3,Propionibacterium-phage-B5_taxid_189836.gbk,ID:NP_604423.1 |[Propionibacterium phage B5]||Propionibacterium-phage-B5_taxid_189836.gbk|Putative structural ..|99|NC_003460(5804):1073-1171:1 ^GeneID:935249^ Propionibacterium phage B5, complete genome.|neighbours:ID:NP_604422.1(1),ID:NP_604424.1(1)|neighbour_genes:hypothetical protein,Putative structural ..|
4,Propionibacterium-phage-B5_taxid_189836.gbk,ID:NP_604424.1 |[Propionibacterium phage B5]||Propionibacterium-phage-B5_taxid_189836.gbk|Putative structural ..|84|NC_003460(5804):1162-1245:1 ^GeneID:935250^ Propionibacterium phage B5, complete genome.|neighbours:ID:NP_604423.1(1),ID:NP_604425.1(1)|neighbour_genes:Putative structural ..,Putative coat protei..|
5,Propionibacterium-phage-B5_taxid_189836.gbk,ID:NP_604425.1 |[Propionibacterium phage B5]||Propionibacterium-phage-B5_taxid_189836.gbk|Putative coat protei..|174|NC_003460(5804):1263-1436:1 ^GeneID:935251^ Propionibacterium phage B5, complete genome.|neighbours:ID:NP_604424.1(1),ID:NP_604426.1(1)|neighbour_genes:Putative structural ..,Putative structural ..|
6,Propionibacterium-phage-B5_taxid_189836.gbk,ID:NP_604426.1 |[Propionibacterium phage B5]||Propionibacterium-phage-B5_taxid_189836.gbk|Putative structural ..|1458|NC_003460(5804):1448-2905:1 ^GeneID:935252^ Propionibacterium phage B5, complete genome.|neighbours:ID:NP_604425.1(1),ID:NP_604427.1(1)|neighbour_genes:Putative coat protei..,Putative structural ..|
7,Propionibacterium-phage-B5_taxid_189836.gbk,ID:NP_604427.1 |[Propionibacterium phage B5]||Propionibacterium-phage-B5_taxid_189836.gbk|Putative structural ..|273|NC_003460(5804):2905-3177:1 ^GeneID:935253^ Propionibacterium phage B5, complete genome.|neighbours:ID:NP_604426.1(1),ID:NP_604428.1(1)|neighbour_genes:Putative structural ..,hypothetical protein|
8,Propionibacterium-phage-B5_taxid_189836.gbk,ID:NP_604428.1 |[Propionibacterium phage B5]||Propionibacterium-phage-B5_taxid_189836.gbk|hypothetical protein|927|NC_003460(5804):3274-4200:1 ^GeneID:935254^ Propionibacterium phage B5, complete genome.|neighbours:ID:NP_604427.1(1),ID:NP_604429.1(1)|neighbour_genes:Putative structural ..,Putative replication..|
9,Propionibacterium-phage-B5_taxid_189836.gbk,ID:NP_604429.1 |[Propionibacterium phage B5]||Propionibacterium-phage-B5_taxid_189836.gbk|Putative replication..|1218|NC_003460(5804):4204-5421:1 ^GeneID:935255^ Propionibacterium phage B5, complete genome.|neighbours:ID:NP_604428.1(1),ID:NP_604430.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
10,Propionibacterium-phage-B5_taxid_189836.gbk,ID:NP_604430.1 |[Propionibacterium phage B5]||Propionibacterium-phage-B5_taxid_189836.gbk|hypothetical protein|306|NC_003460(5804):5490-5795:1 ^GeneID:935256^ Propionibacterium phage B5, complete genome.|neighbours:ID:NP_604429.1(1),end()|neighbour_genes:Putative replication..,end()|
11,Pseudomonas-phage-Pf3_taxid_10872.gbk,ID:NP_040651.1 |[Pseudomonas phage Pf3]||Pseudomonas-phage-Pf3_taxid_10872.gbk|hypothetical protein|177|NC_001418(5833):1-5833:1 ^GeneID:1260905^ |neighbours:start(),ID:NP_040652.1(1)|neighbour_genes:start(),major coat protein|
12,Pseudomonas-phage-Pf3_taxid_10872.gbk,ID:NP_040652.1 |[Pseudomonas phage Pf3]||Pseudomonas-phage-Pf3_taxid_10872.gbk|major coat protein|135|NC_001418(5833):120-254:1 ^GeneID:1260904^ Pseudomonas phage Pf3, complete genome.|neighbours:ID:NP_040651.1(1),ID:NP_040653.1(1)|neighbour_genes:hypothetical protein,50-kDa virion protei..|
13,Pseudomonas-phage-Pf3_taxid_10872.gbk,ID:NP_040653.1 |[Pseudomonas phage Pf3]||Pseudomonas-phage-Pf3_taxid_10872.gbk|50-kDa virion protei..|1452|NC_001418(5833):362-1813:1 ^GeneID:1260906^ Pseudomonas phage Pf3, complete genome.|neighbours:ID:NP_040652.1(1),ID:NP_040654.1(1)|neighbour_genes:major coat protein,putative minor coat ..|
