1,Torque-teno-midi-virus-10_taxid_2065051.gbk,ID:YP_009505775.1 |[Torque teno midi virus 10]||Torque-teno-midi-virus-10_taxid_2065051.gbk|hypothetical protein|771|NC_038357(3175):219-2559:1 ^GeneID:37616699^ |neighbours:start(),ID:YP_009505776.1(1)|neighbour_genes:start(),hypothetical protein|
2,Torque-teno-midi-virus-10_taxid_2065051.gbk,ID:YP_009505776.1 |[Torque teno midi virus 10]||Torque-teno-midi-virus-10_taxid_2065051.gbk|hypothetical protein|777|NC_038357(3175):219-2342:1 ^GeneID:37616696^ |neighbours:ID:YP_009505775.1(1),ID:YP_009505777.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
3,Torque-teno-midi-virus-10_taxid_2065051.gbk,ID:YP_009505777.1 |[Torque teno midi virus 10]||Torque-teno-midi-virus-10_taxid_2065051.gbk|hypothetical protein|363|NC_038357(3175):219-581:1 ^GeneID:37616697^ Torque teno midi virus 10 DNA, complete genome, isolate: MDJN14.|neighbours:ID:YP_009505776.1(1),ID:YP_009505778.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
4,Torque-teno-midi-virus-10_taxid_2065051.gbk,ID:YP_009505778.1 |[Torque teno midi virus 10]||Torque-teno-midi-virus-10_taxid_2065051.gbk|hypothetical protein|1992|NC_038357(3175):416-2407:1 ^GeneID:37616698^ Torque teno midi virus 10 DNA, complete genome, isolate: MDJN14.|neighbours:ID:YP_009505777.1(1),end()|neighbour_genes:hypothetical protein,end()|
5,Torque-teno-midi-virus-11_taxid_2065052.gbk,ID:YP_009505779.1 |[Torque teno midi virus 11]||Torque-teno-midi-virus-11_taxid_2065052.gbk|hypothetical protein|792|NC_038358(3198):219-2580:1 ^GeneID:37616704^ |neighbours:start(),ID:YP_009505780.1(1)|neighbour_genes:start(),hypothetical protein|
6,Torque-teno-midi-virus-11_taxid_2065052.gbk,ID:YP_009505780.1 |[Torque teno midi virus 11]||Torque-teno-midi-virus-11_taxid_2065052.gbk|hypothetical protein|813|NC_038358(3198):219-2378:1 ^GeneID:37616701^ |neighbours:ID:YP_009505779.1(1),ID:YP_009505781.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
7,Torque-teno-midi-virus-11_taxid_2065052.gbk,ID:YP_009505781.1 |[Torque teno midi virus 11]||Torque-teno-midi-virus-11_taxid_2065052.gbk|hypothetical protein|375|NC_038358(3198):219-593:1 ^GeneID:37616702^ Torque teno midi virus 11 DNA, complete genome, isolate: MDJN47.|neighbours:ID:YP_009505780.1(1),ID:YP_009505782.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
8,Torque-teno-midi-virus-11_taxid_2065052.gbk,ID:YP_009505782.1 |[Torque teno midi virus 11]||Torque-teno-midi-virus-11_taxid_2065052.gbk|hypothetical protein|1995|NC_038358(3198):431-2425:1 ^GeneID:37616703^ Torque teno midi virus 11 DNA, complete genome, isolate: MDJN47.|neighbours:ID:YP_009505781.1(1),end()|neighbour_genes:hypothetical protein,end()|
9,Torque-teno-midi-virus-12_taxid_2065053.gbk,ID:YP_009505783.1 |[Torque teno midi virus 12]||Torque-teno-midi-virus-12_taxid_2065053.gbk|hypothetical protein|780|NC_038359(3187):219-2559:1 ^GeneID:37616709^ |neighbours:start(),ID:YP_009505784.1(1)|neighbour_genes:start(),hypothetical protein|
10,Torque-teno-midi-virus-12_taxid_2065053.gbk,ID:YP_009505784.1 |[Torque teno midi virus 12]||Torque-teno-midi-virus-12_taxid_2065053.gbk|hypothetical protein|783|NC_038359(3187):219-2351:1 ^GeneID:37616706^ |neighbours:ID:YP_009505783.1(1),ID:YP_009505785.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
