cluster	prevalence	term	what	familia	algoritmo
1_hypothetical_protein	59.09090909090909	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
2_hypothetical_protein	59.09090909090909	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
3_hypothetical_protein	59.09090909090909	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
53_hypothetical_protein	4.545454545454546	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
55_hypothetical_protein	4.545454545454546	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
56_hypothetical_protein	4.545454545454546	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
57_Orf2	36.36363636363637	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
62_hypothetical_protein	9.090909090909092	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
1_hypothetical_protein	59.09090909090909	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
2_hypothetical_protein	59.09090909090909	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
3_hypothetical_protein	59.09090909090909	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
53_hypothetical_protein	4.545454545454546	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
55_hypothetical_protein	4.545454545454546	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
56_hypothetical_protein	4.545454545454546	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
57_Orf2	36.36363636363637	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
58_Orf1	100	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
62_hypothetical_protein	9.090909090909092	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
1_hypothetical_protein	59.09090909090909	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
2_hypothetical_protein	59.09090909090909	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
3_hypothetical_protein	59.09090909090909	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
53_hypothetical_protein	4.545454545454546	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
55_hypothetical_protein	4.545454545454546	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
56_hypothetical_protein	4.545454545454546	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
57_Orf2	36.36363636363637	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
62_hypothetical_protein	9.090909090909092	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_5_homologues_19062021_0409/	OMCL
