Core.size Pan.size BIC LogLikelihood
2 components 0 29 160.341164158526 -75.4673407553695
3 components 0 187 34.1642458975158 -9.24338740893502
4 components 0 244 40.3258981372907 -9.18871931289333
5 components 0 251 46.5973225608775 -9.1889373087576
6 components 0 130 53.5368303493489 -9.52319698706411
7 components 0 123 60.367382855586 -9.80297902425351
8 components 0 45 81.8818724665025 -17.4247296137826
9 components 0 44 89.8844256117739 -18.2905119704892
10 components 0 72 82.4126459050493 -11.4191279011977
Sample 0 23 NA NA
