Core.size Pan.size BIC LogLikelihood
2 components 0 95 657.039784860353 -321.838371485796
3 components 0 133 284.64200100459 -131.185132261661
4 components 0 297 233.121520164281 -100.970544545253
5 components 0 132 281.387643394143 -120.649258863931
6 components 0 278 240.554227578942 -95.7782036600769
7 components 0 139 305.123247758237 -123.608366453471
8 components 0 151 302.337385535967 -117.761088046082
9 components 0 195 279.067791499026 -101.671943731358
10 components 0 202 289.558411404722 -102.462906387952
Sample 0 86 NA NA
