"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"1","1_ssDNA_binding_protei..",1,1,"","1_ssDNA_binding_protei...faa","1_ssDNA_binding_protei...fna","2011081",8.33333333333333
"2","2_hypothetical_protein",1,1,"","2_hypothetical_protein.faa","2_hypothetical_protein.fna","2011081",8.33333333333333
"3","3_hypothetical_protein",1,1,"","3_hypothetical_protein.faa","3_hypothetical_protein.fna","2011081",8.33333333333333
"4","4_major_coat_protein",1,1,"PF05356_","4_major_coat_protein.faa","4_major_coat_protein.fna","2011081",8.33333333333333
"5","5_hypothetical_protein",1,1,"","5_hypothetical_protein.faa","5_hypothetical_protein.fna","2011081",8.33333333333333
"6","6_hypothetical_protein",1,1,"PF10734_","6_hypothetical_protein.faa","6_hypothetical_protein.fna","2011081",8.33333333333333
"7","7_putative_assembly_pr..",1,1,"PF05707_","7_putative_assembly_pr...faa","7_putative_assembly_pr...fna","2011081",8.33333333333333
"8","8_hypothetical_protein",1,1,"","8_hypothetical_protein.faa","8_hypothetical_protein.fna","2011081",8.33333333333333
"9","9_putative_integrase",1,1,"","9_putative_integrase.faa","9_putative_integrase.fna","2011081",8.33333333333333
"10","10_hypothetical_protein",1,1,"","10_hypothetical_protein.faa","10_hypothetical_protein.fna","2011081",8.33333333333333
"11","11_hypothetical_protein",1,1,"","11_hypothetical_protein.faa","11_hypothetical_protein.fna","2011081",8.33333333333333
"12","12_hypothetical_protein",1,1,"","12_hypothetical_protein.faa","12_hypothetical_protein.fna","2011081",8.33333333333333
"13","13_hypothetical_protein",1,1,"PF17525_","13_hypothetical_protein.faa","13_hypothetical_protein.fna","2011081",8.33333333333333
"14","14_hypothetical_protein",1,1,"","14_hypothetical_protein.faa","14_hypothetical_protein.fna","2011081",8.33333333333333
"15","15_hypothetical_protein",3,3,"","15_hypothetical_protein.faa","15_hypothetical_protein.fna","1505528_1852598_247080",25
"16","16_hypothetical_protein",2,2,"","16_hypothetical_protein.faa","16_hypothetical_protein.fna","1505528_1852598",16.6666666666667
"17","17_hypothetical_protein",3,3,"","17_hypothetical_protein.faa","17_hypothetical_protein.fna","1505528_1852598_247080",25
"18","18_hypothetical_protein",2,2,"","18_hypothetical_protein.faa","18_hypothetical_protein.fna","1505528_1852598",16.6666666666667
"19","19_hypothetical_protein",2,2,"","19_hypothetical_protein.faa","19_hypothetical_protein.fna","1505528_1852598",16.6666666666667
"20","20_hypothetical_protein",3,3,"","20_hypothetical_protein.faa","20_hypothetical_protein.fna","1505528_1852598_1343494",25
"21","21_hypothetical_protein",2,2,"","21_hypothetical_protein.faa","21_hypothetical_protein.fna","1505528_1852598",16.6666666666667
"22","22_hypothetical_protein",2,2,"","22_hypothetical_protein.faa","22_hypothetical_protein.fna","1505528_1852598",16.6666666666667
"23","23_hypothetical_protein",2,2,"PF10734_","23_hypothetical_protein.faa","23_hypothetical_protein.fna","1505528_1852598",16.6666666666667
"24","24_hypothetical_protein",4,4,"PF05707_","24_hypothetical_protein.faa","24_hypothetical_protein.fna","1505528_1852598_1343494_334856",33.3333333333333
"25","25_hypothetical_protein",1,1,"","25_hypothetical_protein.faa","25_hypothetical_protein.fna","1505528",8.33333333333333
"26","26_hypothetical_protein",3,3,"","26_hypothetical_protein.faa","26_hypothetical_protein.fna","1505528_1852598_247080",25
"27","27_hypothetical_protein",2,2,"","27_hypothetical_protein.faa","27_hypothetical_protein.fna","1505528_1852598",16.6666666666667
"28","28_hypothetical_protein",2,2,"","28_hypothetical_protein.faa","28_hypothetical_protein.fna","1150992_384360",16.6666666666667
"29","75_putative_replication..",6,6,"PF02486_","75_putative_replication...faa","75_putative_replication...fna","1150992_384360_2011087_1346893_1343494_334856",50
"30","30_hypothetical_protein",2,2,"","30_hypothetical_protein.faa","30_hypothetical_protein.fna","1150992_384360",16.6666666666667
"31","31_major_coat_protein",2,2,"PF05356_","31_major_coat_protein.faa","31_major_coat_protein.fna","1150992_384360",16.6666666666667
