1,Faeces-associated-gemycircularvirus-7_taxid_1391036.gbk,ID:YP_009109724.1 |[Faeces associated gemycircularvirus 7]||Faeces-associated-gemycircularvirus-7_taxid_1391036.gbk|capsid protein|951|NC_025733(2290):136-1086:1 ^GeneID:22284088^ Faecal-associated gemycircularvirus 7, complete genome.|neighbours:start(),ID:YP_009109725.1(-1)|neighbour_genes:start(),replication associat..|
2,Faeces-associated-gemycircularvirus-7_taxid_1391036.gbk,ID:YP_009109725.1 |[Faeces associated gemycircularvirus 7]||Faeces-associated-gemycircularvirus-7_taxid_1391036.gbk|replication associat..|999|NC_025733(2290):1083-2221:-1 ^GeneID:22284087^ |neighbours:ID:YP_009109724.1(1),end()|neighbour_genes:capsid protein,end()|
3,Gemycircularvirus-sp_taxid_1983771.gbk,ID:YP_009551492.1 |[Gemycircularvirus sp.]||Gemycircularvirus-sp_taxid_1983771.gbk|Rep|894|NC_040379(2277):1-1158:1 ^GeneID:41700867^ |neighbours:start(),ID:YP_009551493.1(-1)|neighbour_genes:start(),Cap|
4,Gemycircularvirus-sp_taxid_1983771.gbk,ID:YP_009551493.1 |[Gemycircularvirus sp.]||Gemycircularvirus-sp_taxid_1983771.gbk|Cap|951|NC_040379(2277):1133-2083:-1 ^GeneID:41700868^ Gemycircularvirus sp. isolate yc-18, complete genome.|neighbours:ID:YP_009551492.1(1),end()|neighbour_genes:Rep,end()|
5,Human-associated-gemyvongvirus-1_taxid_1985415.gbk,ID:YP_009181995.1 |[Human associated gemyvongvirus 1]||Human-associated-gemyvongvirus-1_taxid_1985415.gbk|Cap|855|NC_028459(2272):1-855:1 ^GeneID:26281629^ Human associated gemyvongvirus 1 isolate DB1, complete genome.|neighbours:start(),ID:YP_009181996.1(-1)|neighbour_genes:start(),Rep|
6,Human-associated-gemyvongvirus-1_taxid_1985415.gbk,ID:YP_009181996.1 |[Human associated gemyvongvirus 1]||Human-associated-gemyvongvirus-1_taxid_1985415.gbk|Rep|1026|NC_028459(2272):850-2006:-1 ^GeneID:26281627^ |neighbours:ID:YP_009181995.1(1),ID:YP_009181997.1(-1)|neighbour_genes:Cap,ORF3|
7,Human-associated-gemyvongvirus-1_taxid_1985415.gbk,ID:YP_009181997.1 |[Human associated gemyvongvirus 1]||Human-associated-gemyvongvirus-1_taxid_1985415.gbk|ORF3|879|NC_028459(2272):1145-2023:-1 ^GeneID:26281628^ Human associated gemyvongvirus 1 isolate DB1, complete genome.|neighbours:ID:YP_009181996.1(-1),end()|neighbour_genes:Rep,end()|
8,Mosquito-VEM-virus-SDBVL-G_taxid_1034805.gbk,ID:YP_009506586.1 |[Mosquito VEM virus SDBVL G]||Mosquito-VEM-virus-SDBVL-G_taxid_1034805.gbk|Rep|666|NC_038481(2238):69-734:1 ^GeneID:37617505^ Mosquito VEM virus SDBVL G, complete genome.|neighbours:start(),ID:YP_009506587.1(1)|neighbour_genes:start(),hypothetical protein|
9,Mosquito-VEM-virus-SDBVL-G_taxid_1034805.gbk,ID:YP_009506587.1 |[Mosquito VEM virus SDBVL G]||Mosquito-VEM-virus-SDBVL-G_taxid_1034805.gbk|hypothetical protein|603|NC_038481(2238):115-717:1 ^^ Mosquito VEM virus SDBVL G, complete genome.|neighbours:ID:YP_009506586.1(1),ID:YP_009506588.1(1)|neighbour_genes:Rep,Rep2|
10,Mosquito-VEM-virus-SDBVL-G_taxid_1034805.gbk,ID:YP_009506588.1 |[Mosquito VEM virus SDBVL G]||Mosquito-VEM-virus-SDBVL-G_taxid_1034805.gbk|Rep2|366|NC_038481(2238):844-1209:1 ^GeneID:37617503^ Mosquito VEM virus SDBVL G, complete genome.|neighbours:ID:YP_009506587.1(1),ID:YP_009506589.1(-1)|neighbour_genes:hypothetical protein,coat protein|
