1,Enterobacteria-phage-fd_taxid_10864.gbk,ID:YP_009111297.1 |[Enterobacteria phage fd]|478|Enterobacteria-phage-fd_taxid_10864.gbk|II|1233|NC_025824(6408):1-6408:1 ^GeneID:22475008^ |neighbours:start(),ID:YP_009111298.1(1)|neighbour_genes:start(),X|
2,Enterobacteria-phage-fd_taxid_10864.gbk,ID:YP_009111298.1 |[Enterobacteria phage fd]|478|Enterobacteria-phage-fd_taxid_10864.gbk|X|336|NC_025824(6408):496-831:1 ^GeneID:22474999^ Enterobacteria phage fd strain 478, complete genome.|neighbours:ID:YP_009111297.1(1),ID:YP_009111299.1(1)|neighbour_genes:II,V|
3,Enterobacteria-phage-fd_taxid_10864.gbk,ID:YP_009111299.1 |[Enterobacteria phage fd]|478|Enterobacteria-phage-fd_taxid_10864.gbk|V|264|NC_025824(6408):843-1106:1 ^GeneID:22475000^ Enterobacteria phage fd strain 478, complete genome.|neighbours:ID:YP_009111298.1(1),ID:YP_009111300.1(1)|neighbour_genes:X,VII|
4,Enterobacteria-phage-fd_taxid_10864.gbk,ID:YP_009111300.1 |[Enterobacteria phage fd]|478|Enterobacteria-phage-fd_taxid_10864.gbk|VII|102|NC_025824(6408):1108-1209:1 ^GeneID:22475001^ Enterobacteria phage fd strain 478, complete genome.|neighbours:ID:YP_009111299.1(1),ID:YP_009111301.1(1)|neighbour_genes:V,IX|
5,Enterobacteria-phage-fd_taxid_10864.gbk,ID:YP_009111301.1 |[Enterobacteria phage fd]|478|Enterobacteria-phage-fd_taxid_10864.gbk|IX|99|NC_025824(6408):1206-1304:1 ^GeneID:22475002^ Enterobacteria phage fd strain 478, complete genome.|neighbours:ID:YP_009111300.1(1),ID:YP_009111302.1(1)|neighbour_genes:VII,VIII|
6,Enterobacteria-phage-fd_taxid_10864.gbk,ID:YP_009111302.1 |[Enterobacteria phage fd]|478|Enterobacteria-phage-fd_taxid_10864.gbk|VIII|222|NC_025824(6408):1301-1522:1 ^GeneID:22475003^ Enterobacteria phage fd strain 478, complete genome.|neighbours:ID:YP_009111301.1(1),ID:YP_009111303.1(1)|neighbour_genes:IX,III|
7,Enterobacteria-phage-fd_taxid_10864.gbk,ID:YP_009111303.1 |[Enterobacteria phage fd]|478|Enterobacteria-phage-fd_taxid_10864.gbk|III|1275|NC_025824(6408):1579-2853:1 ^GeneID:22475004^ Enterobacteria phage fd strain 478, complete genome.|neighbours:ID:YP_009111302.1(1),ID:YP_009111304.1(1)|neighbour_genes:VIII,VI|
8,Enterobacteria-phage-fd_taxid_10864.gbk,ID:YP_009111304.1 |[Enterobacteria phage fd]|478|Enterobacteria-phage-fd_taxid_10864.gbk|VI|339|NC_025824(6408):2856-3194:1 ^GeneID:22475005^ Enterobacteria phage fd strain 478, complete genome.|neighbours:ID:YP_009111303.1(1),ID:YP_009111305.1(1)|neighbour_genes:III,I|
9,Enterobacteria-phage-fd_taxid_10864.gbk,ID:YP_009111305.1 |[Enterobacteria phage fd]|478|Enterobacteria-phage-fd_taxid_10864.gbk|I|1047|NC_025824(6408):3197-4243:1 ^GeneID:22475006^ Enterobacteria phage fd strain 478, complete genome.|neighbours:ID:YP_009111304.1(1),ID:YP_009111306.1(1)|neighbour_genes:VI,IV|
10,Enterobacteria-phage-fd_taxid_10864.gbk,ID:YP_009111306.1 |[Enterobacteria phage fd]|478|Enterobacteria-phage-fd_taxid_10864.gbk|IV|1281|NC_025824(6408):4221-5501:1 ^GeneID:22475007^ Enterobacteria phage fd strain 478, complete genome.|neighbours:ID:YP_009111305.1(1),end()|neighbour_genes:I,end()|
11,Escherichia-virus-I22_taxid_10869.gbk,ID:NP_039622.1 |[Escherichia virus I22]||Escherichia-virus-I22_taxid_10869.gbk|I|1098|NC_001332(6744):1-6744:1 ^GOA:P15418,GeneID:1260724,InterPro:IPR008900,UniProtKB/Swiss-Prot:P15418^ |neighbours:start(),ID:NP_039614.1(1)|neighbour_genes:start(),IV|
12,Escherichia-virus-I22_taxid_10869.gbk,ID:NP_039614.1 |[Escherichia virus I22]||Escherichia-virus-I22_taxid_10869.gbk|IV|1287|NC_001332(6744):987-2273:1 ^GOA:P15420,GeneID:1260716,InterPro:IPR001775,InterPro:IPR001814,InterPro:IPR004845,InterPro:IPR004846,InterPro:IPR005644,InterPro:IPR011662,UniProtKB/Swiss-Prot:P15420^ Enterobacteria phage I2-2, complete genome.|neighbours:ID:NP_039622.1(1),ID:NP_039615.1(1)|neighbour_genes:I,replication initiati..|
13,Escherichia-virus-I22_taxid_10869.gbk,ID:NP_039615.1 |[Escherichia virus I22]||Escherichia-virus-I22_taxid_10869.gbk|replication initiati..|1035|NC_001332(6744):3091-4125:1 ^GOA:P15419,GeneID:1260717,InterPro:IPR006516,UniProtKB/Swiss-Prot:P15419^ Enterobacteria phage I2-2, complete genome.|neighbours:ID:NP_039614.1(1),ID:NP_039616.1(1)|neighbour_genes:IV,X|
14,Escherichia-virus-I22_taxid_10869.gbk,ID:NP_039616.1 |[Escherichia virus I22]||Escherichia-virus-I22_taxid_10869.gbk|X|297|NC_001332(6744):3829-4125:1 ^GOA:P15419,GeneID:1260718,UniProtKB/Swiss-Prot:P15419^ Enterobacteria phage I2-2, complete genome.|neighbours:ID:NP_039615.1(1),ID:NP_039617.1(1)|neighbour_genes:replication initiati..,gene V product|
15,Escherichia-virus-I22_taxid_10869.gbk,ID:NP_039617.1 |[Escherichia virus I22]||Escherichia-virus-I22_taxid_10869.gbk|gene V product|327|NC_001332(6744):4136-4462:1 ^GOA:P15417,GeneID:1260719,UniProtKB/Swiss-Prot:P15417^ Enterobacteria phage I2-2, complete genome.|neighbours:ID:NP_039616.1(1),ID:NP_039618.1(1)|neighbour_genes:X,VII|
16,Escherichia-virus-I22_taxid_10869.gbk,ID:NP_039618.1 |[Escherichia virus I22]||Escherichia-virus-I22_taxid_10869.gbk|VII|90|NC_001332(6744):4452-4541:1 ^GOA:P15413,GeneID:1260720,UniProtKB/Swiss-Prot:P15413^ Enterobacteria phage I2-2, complete genome.|neighbours:ID:NP_039617.1(1),ID:NP_039619.1(1)|neighbour_genes:gene V product,IX|
