source:/home/abelardo/Documents/Semestre2021-2/ssDNA_invoking_gethoms/results/Get_homologues/Anelloviridae/Anelloviridae_all_homologues_19062021_0409_intersection	1_hypothetical_protein.faa	3_VP1.faa	4_ORF3.faa	6_VP3.faa	8_hypothetical_protein.faa	12_ORF2.faa	13_ORF1.faa	14_ORF3.faa	16_ORF1.faa	17_VP2.faa	18_VP1.faa	26_Hypothetical_protein.faa	28_VP2.faa	29_hypothetical_protein.faa	34_ORF3.faa	39_ORF3.faa	41_putative_ORF1.faa	42_hypothetical_protein.faa	44_hypothetical_protein.faa	48_hypothetical_protein.faa	50_ORF2.faa	53_ORF2.faa	61_ORF3.faa	64_ORF3.faa	65_ORF4.faa	68_ORF3.faa	69_ORF4.faa	72_ORF3.faa	74_ORF2.faa	76_ORF3.faa	77_ORF4.faa	80_ORF3.faa	82_hypothetical_protein.faa	85_hypothetical_protein.faa	88_hypothetical_protein.faa	99_ORF3.faa	105_hypothetical_protein.faa	106_ORF1.faa	107_hypothetical_protein.faa	108_hypothetical_protein.faa	109_hypothetical_protein.faa	110_ORF2.faa	112_ORF3.faa	116_orf3.faa	118_orf2.faa	179_ORF4.faa	182_ORF3.faa	186_ORF4.faa	189_ORF3.faa	231_ORF1-1.faa	232_hypothetical_protein.faa	234_hypothetical_protein.faa	235_hypothetical_protein.faa	236_hypothetical_protein.faa	237_hypothetical_protein.faa	238_hypothetical_protein.faa	252_hypothetical_protein.faa	259_orf2-5.faa	276_hypothetical_protein.faa	277_hypothetical_protein.faa	279_hypothetical_protein.faa	290_hypothetical_protein.faa	296_ORF1-2.faa	298_ORF1-1.faa	309_ORF3.faa	314_Orf2.faa
Ashy-storm-petrel-gyrovirus_taxid_2249930.gbk	ID:YP_009553240.1,	ID:YP_009553242.1,	ID:YP_009553243.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Avian-gyrovirus-2_taxid_1002273.gbk	-	ID:YP_004376205.1,	-	ID:YP_004376204.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chicken-anemia-virus_taxid_12618.gbk	-	ID:NP_056775.1,	-	ID:NP_056774.1,	ID:NP_595041.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Giant-panda-anellovirus_taxid_2016460.gbk	-	-	-	-	-	ID:YP_009389429.1,	ID:YP_009389430.1,	ID:YP_009389431.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gorilla-anellovirus_taxid_1743411.gbk	-	-	-	-	-	-	-	-	ID:YP_009268642.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gyrovirus-4_taxid_1214955.gbk	-	-	-	-	-	-	-	-	-	ID:YP_006576516.1,	ID:YP_006576517.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gyrovirus-GyV3_taxid_1163715.gbk	-	ID:YP_005454312.1,	-	ID:YP_005454311.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gyrovirus-GyV7-SF_taxid_1548711.gbk	-	ID:YP_009072436.1,	-	ID:YP_009072435.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gyrovirus-GyV8_taxid_1670973.gbk	-	ID:YP_009154717.1,	-	-	-	-	-	-	-	-	-	ID:YP_009154716.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
