1,Bacillariodnavirus-LDMD-2013_taxid_1379694.gbk,ID:YP_009109632.1 |[Bacillariodnavirus LDMD-2013]||Bacillariodnavirus-LDMD-2013_taxid_1379694.gbk|hypothetical protein|489|NC_025707(5749):338-826:1 ^GeneID:22276017^ Bacillariodnavirus LDMD-2013, complete genome.|neighbours:start(),ID:YP_009109633.1(-1)|neighbour_genes:start(),hypothetical protein|
2,Bacillariodnavirus-LDMD-2013_taxid_1379694.gbk,ID:YP_009109633.1 |[Bacillariodnavirus LDMD-2013]||Bacillariodnavirus-LDMD-2013_taxid_1379694.gbk|hypothetical protein|723|NC_025707(5749):954-1676:-1 ^GeneID:22276014^ Bacillariodnavirus LDMD-2013, complete genome.|neighbours:ID:YP_009109632.1(1),ID:YP_009109634.1(-1)|neighbour_genes:hypothetical protein,hypothetical protein|
3,Bacillariodnavirus-LDMD-2013_taxid_1379694.gbk,ID:YP_009109634.1 |[Bacillariodnavirus LDMD-2013]||Bacillariodnavirus-LDMD-2013_taxid_1379694.gbk|hypothetical protein|1101|NC_025707(5749):1826-2926:-1 ^GeneID:22276015^ Bacillariodnavirus LDMD-2013, complete genome.|neighbours:ID:YP_009109633.1(-1),ID:YP_009109635.1(1)|neighbour_genes:hypothetical protein,replication-associat..|
4,Bacillariodnavirus-LDMD-2013_taxid_1379694.gbk,ID:YP_009109635.1 |[Bacillariodnavirus LDMD-2013]||Bacillariodnavirus-LDMD-2013_taxid_1379694.gbk|replication-associat..|1272|NC_025707(5749):3282-4553:1 ^GeneID:22276016^ Bacillariodnavirus LDMD-2013, complete genome.|neighbours:ID:YP_009109634.1(-1),end()|neighbour_genes:hypothetical protein,end()|
5,Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk,ID:YP_473358.1 |[Chaetoceros protobacilladnavirus 1]||Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk|hypothetical protein|627|NC_007193(6000):93-719:-1 ^GeneID:5076467^ Chaetoceros protobacilladnavirus 1 DNA, complete genome.|neighbours:start(),ID:YP_473359.1(-1)|neighbour_genes:start(),putative replication..|
6,Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk,ID:YP_473359.1 |[Chaetoceros protobacilladnavirus 1]||Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk|putative replication..|1722|NC_007193(6000):1297-3018:-1 ^GeneID:5076471^ Chaetoceros protobacilladnavirus 1 DNA, complete genome.|neighbours:ID:YP_473358.1(-1),ID:YP_473360.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
7,Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk,ID:YP_473360.1 |[Chaetoceros protobacilladnavirus 1]||Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk|hypothetical protein|591|NC_007193(6000):1444-2034:1 ^GeneID:5076466^ Chaetoceros protobacilladnavirus 1 DNA, complete genome.|neighbours:ID:YP_473359.1(-1),ID:YP_473361.1(-1)|neighbour_genes:putative replication..,hypothetical protein|
8,Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk,ID:YP_473361.1 |[Chaetoceros protobacilladnavirus 1]||Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk|hypothetical protein|309|NC_007193(6000):1752-2060:-1 ^GeneID:5076470^ Chaetoceros protobacilladnavirus 1 DNA, complete genome.|neighbours:ID:YP_473360.1(1),ID:YP_473362.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
9,Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk,ID:YP_473362.1 |[Chaetoceros protobacilladnavirus 1]||Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk|hypothetical protein|1179|NC_007193(6000):3506-4684:1 ^GeneID:5076468^ Chaetoceros protobacilladnavirus 1 DNA, complete genome.|neighbours:ID:YP_473361.1(-1),ID:YP_473363.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
10,Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk,ID:YP_473363.1 |[Chaetoceros protobacilladnavirus 1]||Chaetoceros-protobacilladnavirus-1_taxid_2170140.gbk|hypothetical protein|987|NC_007193(6000):4810-5796:1 ^GeneID:5076469^ Chaetoceros protobacilladnavirus 1 DNA, complete genome.|neighbours:ID:YP_473362.1(1),end()|neighbour_genes:hypothetical protein,end()|
11,Chaetoceros-protobacilladnavirus-3_taxid_2170142.gbk,ID:YP_004286320.1 |[Chaetoceros protobacilladnavirus 3]|ClorDNAV01|Chaetoceros-protobacilladnavirus-3_taxid_2170142.gbk|hypothetical protein|996|NC_015211(5813):1299-2294:-1 ^GeneID:10271605^ Chaetoceros protobacilladnavirus 3 DNA, complete genome.|neighbours:start(),ID:YP_004286321.1(-1)|neighbour_genes:start(),hypothetical protein|
12,Chaetoceros-protobacilladnavirus-3_taxid_2170142.gbk,ID:YP_004286321.1 |[Chaetoceros protobacilladnavirus 3]|ClorDNAV01|Chaetoceros-protobacilladnavirus-3_taxid_2170142.gbk|hypothetical protein|1173|NC_015211(5813):2397-3569:-1 ^GeneID:10271605^ Chaetoceros protobacilladnavirus 3 DNA, complete genome.|neighbours:ID:YP_004286320.1(-1),ID:YP_004286322.1(1)|neighbour_genes:hypothetical protein,putative replication-associated protein|
13,Chaetoceros-protobacilladnavirus-3_taxid_2170142.gbk,ID:YP_004286322.1 |[Chaetoceros protobacilladnavirus 3]|ClorDNAV01|Chaetoceros-protobacilladnavirus-3_taxid_2170142.gbk|putative replication-associated protein|1596|NC_015211(5813):4217-5812:1 ^GeneID:10271604^ Chaetoceros protobacilladnavirus 3 DNA, complete genome.|neighbours:ID:YP_004286321.1(-1),end()|neighbour_genes:hypothetical protein,end()|
14,Chaetoceros-protobacilladnavirus-4_taxid_2170143.gbk,ID:YP_004046696.1 |[Chaetoceros protobacilladnavirus 4]||Chaetoceros-protobacilladnavirus-4_taxid_2170143.gbk|hypothetical protein|1248|NC_014748(5639):496-1743:-1 ^GeneID:10003052^ Chaetoceros protobacilladnavirus 4 DNA, complete genome.|neighbours:start(),ID:YP_004046697.1(-1)|neighbour_genes:start(),hypothetical protein|
15,Chaetoceros-protobacilladnavirus-4_taxid_2170143.gbk,ID:YP_004046697.1 |[Chaetoceros protobacilladnavirus 4]||Chaetoceros-protobacilladnavirus-4_taxid_2170143.gbk|hypothetical protein|1119|NC_014748(5639):1845-2963:-1 ^GeneID:10003050^ Chaetoceros protobacilladnavirus 4 DNA, complete genome.|neighbours:ID:YP_004046696.1(-1),ID:YP_004046698.1(1)|neighbour_genes:hypothetical protein,putative replication..|
16,Chaetoceros-protobacilladnavirus-4_taxid_2170143.gbk,ID:YP_004046698.1 |[Chaetoceros protobacilladnavirus 4]||Chaetoceros-protobacilladnavirus-4_taxid_2170143.gbk|putative replication..|1341|NC_014748(5639):3416-4756:1 ^GeneID:10003051^ Chaetoceros protobacilladnavirus 4 DNA, complete genome.|neighbours:ID:YP_004046697.1(-1),end()|neighbour_genes:hypothetical protein,end()|
17,Chaetoceros-sp-DNA-virus-7_taxid_1382995.gbk,ID:YP_009001775.1 |[Chaetoceros sp. DNA virus 7]||Chaetoceros-sp-DNA-virus-7_taxid_1382995.gbk|hypothetical protein|633|NC_023441(5552):1296-1928:-1 ^GeneID:18266920^ Chaetoceros sp. DNA virus 7 genes for putative replication-associated protein, hypothetical proteins, complete cds, isolate: Csp07DNAV.|neighbours:start(),ID:YP_009001776.1(-1)|neighbour_genes:start(),hypothetical protein|
18,Chaetoceros-sp-DNA-virus-7_taxid_1382995.gbk,ID:YP_009001776.1 |[Chaetoceros sp. DNA virus 7]||Chaetoceros-sp-DNA-virus-7_taxid_1382995.gbk|hypothetical protein|1164|NC_023441(5552):2338-3501:-1 ^GeneID:18266918^ Chaetoceros sp. DNA virus 7 genes for putative replication-associated protein, hypothetical proteins, complete cds, isolate: Csp07DNAV.|neighbours:ID:YP_009001775.1(-1),ID:YP_009001777.1(1)|neighbour_genes:hypothetical protein,putative replication..|
19,Chaetoceros-sp-DNA-virus-7_taxid_1382995.gbk,ID:YP_009001777.1 |[Chaetoceros sp. DNA virus 7]||Chaetoceros-sp-DNA-virus-7_taxid_1382995.gbk|putative replication..|1455|NC_023441(5552):4098-5552:1 ^GeneID:18266919^ Chaetoceros sp. DNA virus 7 genes for putative replication-associated protein, hypothetical proteins, complete cds, isolate: Csp07DNAV.|neighbours:ID:YP_009001776.1(-1),end()|neighbour_genes:hypothetical protein,end()|
