1,Bovine-faeces-associated-smacovirus-1_taxid_1843749.gbk,ID:YP_009252315.1 |[Bovine faeces associated smacovirus 1]||Bovine-faeces-associated-smacovirus-1_taxid_1843749.gbk|putative capsid prot..|954|NC_030124(2723):323-1276:1 ^GeneID:27815413^ Bovine faeces associated smacovirus 1 isolate 48_Fec59973_cow, complete sequence.|neighbours:start(),ID:YP_009252316.1(-1)|neighbour_genes:start(),replication associat..|
2,Bovine-faeces-associated-smacovirus-1_taxid_1843749.gbk,ID:YP_009252316.1 |[Bovine faeces associated smacovirus 1]||Bovine-faeces-associated-smacovirus-1_taxid_1843749.gbk|replication associat..|735|NC_030124(2723):1989-2723:-1 ^GeneID:27815412^ Bovine faeces associated smacovirus 1 isolate 48_Fec59973_cow, complete sequence.|neighbours:ID:YP_009252315.1(1),end()|neighbour_genes:putative capsid prot..,end()|
3,Bovine-faeces-associated-smacovirus-2_taxid_1843750.gbk,ID:YP_009252305.1 |[Bovine faeces associated smacovirus 2]||Bovine-faeces-associated-smacovirus-2_taxid_1843750.gbk|putative capsid prot..|1047|NC_030119(2755):404-1450:1 ^GeneID:27815398^ Bovine faeces associated smacovirus 2 isolate 23_Fec30587_cow, complete sequence.|neighbours:start(),ID:YP_009252306.1(-1)|neighbour_genes:start(),replication associat..|
4,Bovine-faeces-associated-smacovirus-2_taxid_1843750.gbk,ID:YP_009252306.1 |[Bovine faeces associated smacovirus 2]||Bovine-faeces-associated-smacovirus-2_taxid_1843750.gbk|replication associat..|735|NC_030119(2755):2021-2755:-1 ^GeneID:27815397^ Bovine faeces associated smacovirus 2 isolate 23_Fec30587_cow, complete sequence.|neighbours:ID:YP_009252305.1(1),end()|neighbour_genes:putative capsid prot..,end()|
5,Bovine-faeces-associated-smacovirus-3_taxid_1843751.gbk,ID:YP_009252313.1 |[Bovine faeces associated smacovirus 3]||Bovine-faeces-associated-smacovirus-3_taxid_1843751.gbk|putative capsid prot..|1035|NC_030123(2623):362-1396:1 ^GeneID:27815410^ Bovine faeces associated smacovirus 3 isolate 48_Fec5_cow, complete sequence.|neighbours:start(),ID:YP_009252314.1(-1)|neighbour_genes:start(),replication associat..|
6,Bovine-faeces-associated-smacovirus-3_taxid_1843751.gbk,ID:YP_009252314.1 |[Bovine faeces associated smacovirus 3]||Bovine-faeces-associated-smacovirus-3_taxid_1843751.gbk|replication associat..|789|NC_030123(2623):1835-2623:-1 ^GeneID:27815409^ Bovine faeces associated smacovirus 3 isolate 48_Fec5_cow, complete sequence.|neighbours:ID:YP_009252313.1(1),end()|neighbour_genes:putative capsid prot..,end()|
7,Bovine-faeces-associated-smacovirus-4_taxid_1843752.gbk,ID:YP_009252323.1 |[Bovine faeces associated smacovirus 4]||Bovine-faeces-associated-smacovirus-4_taxid_1843752.gbk|putative capsid prot..|1056|NC_030128(2645):353-1408:1 ^GeneID:27815425^ Bovine faeces associated smacovirus 4 isolate GP3_45917_cow, complete sequence.|neighbours:start(),ID:YP_009252324.1(-1)|neighbour_genes:start(),replication associat..|
8,Bovine-faeces-associated-smacovirus-4_taxid_1843752.gbk,ID:YP_009252324.1 |[Bovine faeces associated smacovirus 4]||Bovine-faeces-associated-smacovirus-4_taxid_1843752.gbk|replication associat..|765|NC_030128(2645):1881-2645:-1 ^GeneID:27815424^ Bovine faeces associated smacovirus 4 isolate GP3_45917_cow, complete sequence.|neighbours:ID:YP_009252323.1(1),end()|neighbour_genes:putative capsid prot..,end()|
9,Bovine-faeces-associated-smacovirus-5_taxid_1843753.gbk,ID:YP_009252317.1 |[Bovine faeces associated smacovirus 5]||Bovine-faeces-associated-smacovirus-5_taxid_1843753.gbk|putative capsid prot..|1008|NC_030125(2468):193-1200:1 ^GeneID:27815416^ Bovine faeces associated smacovirus 5 isolate 48_Fec9_cow, complete sequence.|neighbours:start(),ID:YP_009252318.1(-1)|neighbour_genes:start(),replication associat..|
10,Bovine-faeces-associated-smacovirus-5_taxid_1843753.gbk,ID:YP_009252318.1 |[Bovine faeces associated smacovirus 5]||Bovine-faeces-associated-smacovirus-5_taxid_1843753.gbk|replication associat..|816|NC_030125(2468):1653-2468:-1 ^GeneID:27815415^ Bovine faeces associated smacovirus 5 isolate 48_Fec9_cow, complete sequence.|neighbours:ID:YP_009252317.1(1),end()|neighbour_genes:putative capsid prot..,end()|
11,Bovine-faeces-associated-smacovirus-6_taxid_1843754.gbk,ID:YP_009252325.1 |[Bovine faeces associated smacovirus 6]||Bovine-faeces-associated-smacovirus-6_taxid_1843754.gbk|putative capsid prot..|1092|NC_030129(2568):446-1537:1 ^GeneID:27815429^ Bovine faeces associated smacovirus 6 isolate GP3_46075_cow, complete sequence.|neighbours:start(),ID:YP_009252326.1(-1)|neighbour_genes:start(),replication associat..|
12,Bovine-faeces-associated-smacovirus-6_taxid_1843754.gbk,ID:YP_009252326.1 |[Bovine faeces associated smacovirus 6]||Bovine-faeces-associated-smacovirus-6_taxid_1843754.gbk|replication associat..|759|NC_030129(2568):1810-2568:-1 ^GeneID:27815428^ Bovine faeces associated smacovirus 6 isolate GP3_46075_cow, complete sequence.|neighbours:ID:YP_009252325.1(1),end()|neighbour_genes:putative capsid prot..,end()|
13,Chimpanzee-associated-porprismacovirus-1_taxid_2170109.gbk,ID:YP_009508856.1 |[Chimpanzee associated porprismacovirus 1]||Chimpanzee-associated-porprismacovirus-1_taxid_2170109.gbk|putative capsid prot..|1086|NC_039068(2609):166-1251:1 ^GeneID:37620380^ Chimpanzee associated porprismacovirus 1 isolate DP152, complete genome.|neighbours:start(),ID:YP_009508857.1(-1)|neighbour_genes:start(),rep|
14,Chimpanzee-associated-porprismacovirus-1_taxid_2170109.gbk,ID:YP_009508857.1 |[Chimpanzee associated porprismacovirus 1]||Chimpanzee-associated-porprismacovirus-1_taxid_2170109.gbk|rep|870|NC_039068(2609):1740-2609:-1 ^GeneID:37620379^ Chimpanzee associated porprismacovirus 1 isolate DP152, complete genome.|neighbours:ID:YP_009508856.1(1),end()|neighbour_genes:putative capsid prot..,end()|
15,Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk,ID:YP_009508858.1 |[Chimpanzee associated porprismacovirus 2]||Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk|ORF5|633|NC_039069(2640):1-2640:-1 ^^ |neighbours:start(),ID:YP_009508859.1(1)|neighbour_genes:start(),ORF3|
16,Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk,ID:YP_009508859.1 |[Chimpanzee associated porprismacovirus 2]||Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk|ORF3|384|NC_039069(2640):1-2640:1 ^GeneID:37620382^ |neighbours:ID:YP_009508858.1(-1),ID:YP_009508860.1(-1)|neighbour_genes:ORF5,ORF6|
17,Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk,ID:YP_009508860.1 |[Chimpanzee associated porprismacovirus 2]||Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk|ORF6|318|NC_039069(2640):1-2640:-1 ^^ |neighbours:ID:YP_009508859.1(1),ID:YP_009508861.1(1)|neighbour_genes:ORF3,putative capsid prot..|
18,Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk,ID:YP_009508861.1 |[Chimpanzee associated porprismacovirus 2]||Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk|putative capsid prot..|1263|NC_039069(2640):387-1649:1 ^GeneID:37620384^ Chimpanzee associated porprismacovirus 2 isolate GM495, complete genome.|neighbours:ID:YP_009508860.1(-1),ID:YP_009508862.1(-1)|neighbour_genes:ORF6,ORF4|
19,Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk,ID:YP_009508862.1 |[Chimpanzee associated porprismacovirus 2]||Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk|ORF4|1266|NC_039069(2640):423-1688:-1 ^GeneID:37620385^ Chimpanzee associated porprismacovirus 2 isolate GM495, complete genome.|neighbours:ID:YP_009508861.1(1),ID:YP_009508863.1(-1)|neighbour_genes:putative capsid prot..,rep|
20,Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk,ID:YP_009508863.1 |[Chimpanzee associated porprismacovirus 2]||Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk|rep|816|NC_039069(2640):1825-2640:-1 ^GeneID:37620386^ Chimpanzee associated porprismacovirus 2 isolate GM495, complete genome.|neighbours:ID:YP_009508862.1(-1),end()|neighbour_genes:ORF4,end()|
21,Gorilla-associated-porprismacovirus-1_taxid_2170111.gbk,ID:YP_009118275.1 |[Gorilla associated porprismacovirus 1]||Gorilla-associated-porprismacovirus-1_taxid_2170111.gbk|cap|993|NC_026319(2532):229-1221:1 ^GeneID:22976180^ Gorilla associated porprismacovirus 1 isolate SF3, complete genome.|neighbours:start(),ID:YP_009118276.1(-1)|neighbour_genes:start(),rep|
22,Gorilla-associated-porprismacovirus-1_taxid_2170111.gbk,ID:YP_009118276.1 |[Gorilla associated porprismacovirus 1]||Gorilla-associated-porprismacovirus-1_taxid_2170111.gbk|rep|729|NC_026319(2532):1549-2277:-1 ^GeneID:22976179^ Gorilla associated porprismacovirus 1 isolate SF3, complete genome.|neighbours:ID:YP_009118275.1(1),end()|neighbour_genes:cap,end()|
23,Howler-monkey-associated-porprismacovirus-1_taxid_2170112.gbk,ID:YP_009118271.1 |[Howler monkey associated porprismacovirus 1]||Howler-monkey-associated-porprismacovirus-1_taxid_2170112.gbk|cap|1233|NC_026317(2485):300-1532:1 ^GeneID:22976174^ Howler monkey associated porprismacovirus 1 isolate SF1, complete genome.|neighbours:start(),ID:YP_009118272.1(-1)|neighbour_genes:start(),rep|
24,Howler-monkey-associated-porprismacovirus-1_taxid_2170112.gbk,ID:YP_009118272.1 |[Howler monkey associated porprismacovirus 1]||Howler-monkey-associated-porprismacovirus-1_taxid_2170112.gbk|rep|696|NC_026317(2485):1718-2485:-1 ^GeneID:22976173^ |neighbours:ID:YP_009118271.1(1),end()|neighbour_genes:cap,end()|
25,Human-associated-huchismacovirus-1_taxid_2169934.gbk,ID:YP_009508841.1 |[Human associated huchismacovirus 1]||Human-associated-huchismacovirus-1_taxid_2169934.gbk|cap|954|NC_039061(2460):369-1322:1 ^GeneID:37620358^ Human associated huchismacovirus 1 isolate Oregon/6/2011/GottageGrove/5A1, complete genome.|neighbours:start(),ID:YP_009508842.1(-1)|neighbour_genes:start(),rep|
26,Human-associated-huchismacovirus-1_taxid_2169934.gbk,ID:YP_009508842.1 |[Human associated huchismacovirus 1]||Human-associated-huchismacovirus-1_taxid_2169934.gbk|rep|747|NC_039061(2460):1714-2460:-1 ^GeneID:37620357^ Human associated huchismacovirus 1 isolate Oregon/6/2011/GottageGrove/5A1, complete genome.|neighbours:ID:YP_009508841.1(1),end()|neighbour_genes:cap,end()|
27,Human-associated-huchismacovirus-2_taxid_2169935.gbk,ID:YP_009508843.1 |[Human associated huchismacovirus 2]||Human-associated-huchismacovirus-2_taxid_2169935.gbk|cap|975|NC_039062(2471):381-1355:1 ^GeneID:37620361^ Human associated huchismacovirus 2 isolate France/8/2008/2444, complete genome.|neighbours:start(),ID:YP_009508844.1(-1)|neighbour_genes:start(),rep|
28,Human-associated-huchismacovirus-2_taxid_2169935.gbk,ID:YP_009508844.1 |[Human associated huchismacovirus 2]||Human-associated-huchismacovirus-2_taxid_2169935.gbk|rep|750|NC_039062(2471):1722-2471:-1 ^GeneID:37620360^ Human associated huchismacovirus 2 isolate France/8/2008/2444, complete genome.|neighbours:ID:YP_009508843.1(1),end()|neighbour_genes:cap,end()|
29,Human-associated-huchismacovirus-3_taxid_2169936.gbk,ID:YP_009508845.1 |[Human associated huchismacovirus 3]||Human-associated-huchismacovirus-3_taxid_2169936.gbk|cap|978|NC_039063(2459):391-1368:1 ^GeneID:37620364^ Human associated huchismacovirus 3 isolate France/1/2009/3664, complete genome.|neighbours:start(),ID:YP_009508846.1(-1)|neighbour_genes:start(),rep|
30,Human-associated-huchismacovirus-3_taxid_2169936.gbk,ID:YP_009508846.1 |[Human associated huchismacovirus 3]||Human-associated-huchismacovirus-3_taxid_2169936.gbk|rep|750|NC_039063(2459):1710-2459:-1 ^GeneID:37620363^ Human associated huchismacovirus 3 isolate France/1/2009/3664, complete genome.|neighbours:ID:YP_009508845.1(1),end()|neighbour_genes:cap,end()|
31,Human-associated-porprismacovirus-2_taxid_2170114.gbk,ID:YP_009118273.1 |[Human associated porprismacovirus 2]||Human-associated-porprismacovirus-2_taxid_2170114.gbk|cap|1092|NC_026318(2529):467-1558:1 ^GeneID:22976177^ Human associated porprismacovirus 2 isolate SF2, complete genome.|neighbours:start(),ID:YP_009118274.1(-1)|neighbour_genes:start(),rep|
32,Human-associated-porprismacovirus-2_taxid_2170114.gbk,ID:YP_009118274.1 |[Human associated porprismacovirus 2]||Human-associated-porprismacovirus-2_taxid_2170114.gbk|rep|801|NC_026318(2529):1729-2529:-1 ^GeneID:22976176^ Human associated porprismacovirus 2 isolate SF2, complete genome.|neighbours:ID:YP_009118273.1(1),end()|neighbour_genes:cap,end()|
33,Human-feces-smacovirus-2_taxid_1820158.gbk,ID:YP_009508864.1 |[Human feces smacovirus 2]|SmaCV2|Human-feces-smacovirus-2_taxid_1820158.gbk|capsid protein|1110|NC_039070(2601):1-1110:1 ^GeneID:37620390^ Human feces smacovirus 2 strain SmaCV2, complete genome.|neighbours:start(),ID:YP_009508865.1(-1)|neighbour_genes:start(),replication associat..|
34,Human-feces-smacovirus-2_taxid_1820158.gbk,ID:YP_009508865.1 |[Human feces smacovirus 2]|SmaCV2|Human-feces-smacovirus-2_taxid_1820158.gbk|replication associat..|837|NC_039070(2601):1591-2427:-1 ^GeneID:37620389^ Human feces smacovirus 2 strain SmaCV2, complete genome.|neighbours:ID:YP_009508864.1(1),end()|neighbour_genes:capsid protein,end()|
35,Human-feces-smacovirus-3_taxid_1820159.gbk,ID:YP_009408602.1 |[Human feces smacovirus 3]|SmaCV3.21|Human-feces-smacovirus-3_taxid_1820159.gbk|capsid protein|1062|NC_035474(2560):1-1062:1 ^GeneID:33868354^ Human feces smacovirus 3 isolate P21, complete genome.|neighbours:start(),ID:YP_009408603.1(-1)|neighbour_genes:start(),replication associat..|
36,Human-feces-smacovirus-3_taxid_1820159.gbk,ID:YP_009408603.1 |[Human feces smacovirus 3]|SmaCV3.21|Human-feces-smacovirus-3_taxid_1820159.gbk|replication associat..|804|NC_035474(2560):1237-2040:-1 ^GeneID:33868353^ Human feces smacovirus 3 isolate P21, complete genome.|neighbours:ID:YP_009408602.1(1),end()|neighbour_genes:capsid protein,end()|
37,Human-smacovirus-1_taxid_1595998.gbk,ID:YP_009116878.1 |[Human smacovirus 1]||Human-smacovirus-1_taxid_1595998.gbk|Cap|954|NC_026252(2460):369-1322:1 ^GeneID:22934515^ Human smacovirus 1 isolate France/12/2008/3454, complete genome.|neighbours:start(),ID:YP_009116879.1(-1)|neighbour_genes:start(),Rep|
38,Human-smacovirus-1_taxid_1595998.gbk,ID:YP_009116879.1 |[Human smacovirus 1]||Human-smacovirus-1_taxid_1595998.gbk|Rep|747|NC_026252(2460):1714-2460:-1 ^GeneID:22934514^ Human smacovirus 1 isolate France/12/2008/3454, complete genome.|neighbours:ID:YP_009116878.1(1),end()|neighbour_genes:Cap,end()|
39,Lemur-associated-porprismacovirus-1_taxid_2170115.gbk,ID:YP_009118277.1 |[Lemur associated porprismacovirus 1]||Lemur-associated-porprismacovirus-1_taxid_2170115.gbk|cap|1095|NC_026320(2651):232-1326:1 ^GeneID:22976183^ Lemur associated porprismacovirus 1 isolate SF5, complete genome.|neighbours:start(),ID:YP_009118278.1(-1)|neighbour_genes:start(),rep|
40,Lemur-associated-porprismacovirus-1_taxid_2170115.gbk,ID:YP_009118278.1 |[Lemur associated porprismacovirus 1]||Lemur-associated-porprismacovirus-1_taxid_2170115.gbk|rep|759|NC_026320(2651):1887-2645:-1 ^GeneID:22976182^ Lemur associated porprismacovirus 1 isolate SF5, complete genome.|neighbours:ID:YP_009118277.1(1),end()|neighbour_genes:cap,end()|
41,Odonata-associated-circular-virus-21_taxid_1592122.gbk,ID:YP_009508827.1 |[Odonata-associated circular virus 21]||Odonata-associated-circular-virus-21_taxid_1592122.gbk|replication-associat..|921|NC_039055(2609):3-923:-1 ^GeneID:37620338^ Odonata-associated circular virus-21 isolate OdasCV-21-US-1679SC3-12, complete genome.|neighbours:start(),ID:YP_009508828.1(1)|neighbour_genes:start(),putative capsid prot..|
42,Odonata-associated-circular-virus-21_taxid_1592122.gbk,ID:YP_009508828.1 |[Odonata-associated circular virus 21]||Odonata-associated-circular-virus-21_taxid_1592122.gbk|putative capsid prot..|1053|NC_039055(2609):1146-2198:1 ^GeneID:37620337^ Odonata-associated circular virus-21 isolate OdasCV-21-US-1679SC3-12, complete genome.|neighbours:ID:YP_009508827.1(-1),end()|neighbour_genes:replication-associat..,end()|
43,Odonata-associated-circular-virus-5_taxid_1592125.gbk,ID:YP_009508829.1 |[Odonata-associated circular virus 5]||Odonata-associated-circular-virus-5_taxid_1592125.gbk|putative capsid prot..|1116|NC_039056(2609):349-1464:1 ^GeneID:37620341^ Odonata-associated circular virus-5 isolate OdasCV-5-US-1683LM1-12, complete genome.|neighbours:start(),ID:YP_009508830.1(-1)|neighbour_genes:start(),replication-associat..|
44,Odonata-associated-circular-virus-5_taxid_1592125.gbk,ID:YP_009508830.1 |[Odonata-associated circular virus 5]||Odonata-associated-circular-virus-5_taxid_1592125.gbk|replication-associat..|876|NC_039056(2609):1734-2609:-1 ^GeneID:37620340^ Odonata-associated circular virus-5 isolate OdasCV-5-US-1683LM1-12, complete genome.|neighbours:ID:YP_009508829.1(1),end()|neighbour_genes:putative capsid prot..,end()|
45,Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk,ID:YP_006331066.1 |[Pig stool associated circular ssDNA virus GER2011]||Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk|hypothetical protein|315|NC_017916(2459):1-2459:-1 ^GeneID:12869774^ |neighbours:start(),ID:YP_006331067.1(1)|neighbour_genes:start(),putative replicase p..|
46,Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk,ID:YP_006331067.1 |[Pig stool associated circular ssDNA virus GER2011]||Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk|putative replicase p..|714|NC_017916(2459):1-714:1 ^GeneID:12869770^ Pig stool associated circular ssDNA virus GER2011, complete genome.|neighbours:ID:YP_006331066.1(-1),ID:YP_006331068.1(1)|neighbour_genes:hypothetical protein,putative capsid prot..|
47,Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk,ID:YP_006331068.1 |[Pig stool associated circular ssDNA virus GER2011]||Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk|putative capsid prot..|1002|NC_017916(2459):805-1806:1 ^GeneID:12869771^ Pig stool associated circular ssDNA virus GER2011, complete genome.|neighbours:ID:YP_006331067.1(1),ID:YP_006331069.1(1)|neighbour_genes:putative replicase p..,hypothetical protein|
48,Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk,ID:YP_006331069.1 |[Pig stool associated circular ssDNA virus GER2011]||Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk|hypothetical protein|444|NC_017916(2459):830-1273:1 ^GeneID:12869772^ Pig stool associated circular ssDNA virus GER2011, complete genome.|neighbours:ID:YP_006331068.1(1),ID:YP_006331070.1(1)|neighbour_genes:putative capsid prot..,hypothetical protein|
49,Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk,ID:YP_006331070.1 |[Pig stool associated circular ssDNA virus GER2011]||Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk|hypothetical protein|327|NC_017916(2459):1806-2132:1 ^GeneID:12869773^ Pig stool associated circular ssDNA virus GER2011, complete genome.|neighbours:ID:YP_006331069.1(1),end()|neighbour_genes:hypothetical protein,end()|
50,PoSCV-Kor-J481_taxid_1488557.gbk,ID:YP_009030024.1 |[PoSCV Kor J481]||PoSCV-Kor-J481_taxid_1488557.gbk|orf1|1050|NC_024119(2589):479-1528:1 ^GeneID:19394665^ PoSCV Kor J481, complete genome.|neighbours:start(),ID:YP_009030025.1(-1)|neighbour_genes:start(),orf2|
51,PoSCV-Kor-J481_taxid_1488557.gbk,ID:YP_009030025.1 |[PoSCV Kor J481]||PoSCV-Kor-J481_taxid_1488557.gbk|orf2|732|NC_024119(2589):1821-2552:-1 ^GeneID:19394664^ PoSCV Kor J481, complete genome.|neighbours:ID:YP_009030024.1(1),end()|neighbour_genes:orf1,end()|
52,Porcine-associated-porprismacovirus-10_taxid_2170117.gbk,ID:YP_009252319.1 |[Porcine associated porprismacovirus 10]||Porcine-associated-porprismacovirus-10_taxid_2170117.gbk|putative capsid prot..|1062|NC_030126(2684):429-1490:1 ^GeneID:27815419^ Porcine associated porprismacovirus 10 isolate 49_Fec25_pig, complete genome.|neighbours:start(),ID:YP_009252320.1(-1)|neighbour_genes:start(),replication associat..|
53,Porcine-associated-porprismacovirus-10_taxid_2170117.gbk,ID:YP_009252320.1 |[Porcine associated porprismacovirus 10]||Porcine-associated-porprismacovirus-10_taxid_2170117.gbk|replication associat..|822|NC_030126(2684):1863-2684:-1 ^GeneID:27815418^ Porcine associated porprismacovirus 10 isolate 49_Fec25_pig, complete genome.|neighbours:ID:YP_009252319.1(1),end()|neighbour_genes:putative capsid prot..,end()|
54,Porcine-associated-porprismacovirus-3_taxid_2170119.gbk,ID:YP_007974229.1 |[Porcine associated porprismacovirus 3]||Porcine-associated-porprismacovirus-3_taxid_2170119.gbk|Cap protein|900|NC_021204(2495):526-1425:1 ^GeneID:15486955^ Porcine associated porprismacovirus 3 isolate 3L7, complete genome.|neighbours:start(),ID:YP_007974230.1(-1)|neighbour_genes:start(),Rep protein|
55,Porcine-associated-porprismacovirus-3_taxid_2170119.gbk,ID:YP_007974230.1 |[Porcine associated porprismacovirus 3]||Porcine-associated-porprismacovirus-3_taxid_2170119.gbk|Rep protein|816|NC_021204(2495):1627-2442:-1 ^GeneID:15486954^ Porcine associated porprismacovirus 3 isolate 3L7, complete genome.|neighbours:ID:YP_007974229.1(1),end()|neighbour_genes:Cap protein,end()|
56,Porcine-associated-porprismacovirus-5_taxid_2170121.gbk,ID:YP_009054984.1 |[Porcine associated porprismacovirus 5]||Porcine-associated-porprismacovirus-5_taxid_2170121.gbk|Cap protein|1098|NC_024772(2590):485-1582:1 ^GeneID:20194394^ Porcine associated porprismacovirus 5 isolate DP3, complete genome.|neighbours:start(),ID:YP_009054985.1(-1)|neighbour_genes:start(),Rep protein|
