cluster1_II	size3	taxa3	PfamPF05144,PF05155,	file1_II.faa	dnafile1_II.fna	10864_1977402_10867
cluster2_X	size3	taxa3	PfamPF05155,	file2_X.faa	dnafile2_X.fna	10864_1977402_10867
cluster208_hypothetical_protein	size9	taxa9	PfamPF02303,	file208_hypothetical_protein.faa	dnafile208_hypothetical_protein.fna	10864_1977402_10867_2011087_1346893_334856_1027253_1852597_10862
cluster4_VII	size3	taxa3	PfamPF19978,	file4_VII.faa	dnafile4_VII.fna	10864_10868_1977402
cluster5_IX	size2	taxa2		file5_IX.faa	dnafile5_IX.fna	10864_1977402
cluster6_VIII	size5	taxa5	PfamPF19199,	file6_VIII.faa	dnafile6_VIII.fna	10864_10868_10869_1977402_10867
cluster7_III	size2	taxa2	PfamPF05357,PF05357,	file7_III.faa	dnafile7_III.fna	10864_1977402
cluster8_VI	size4	taxa4	PfamPF17537,	file8_VI.faa	dnafile8_VI.fna	10864_10868_1977402_10867
cluster9_I	size8	taxa8	PfamPF05707,	file9_I.faa	dnafile9_I.fna	10864_10868_10869_1977402_1460070_10867_1340745_83201
cluster10_IV	size3	taxa3	PfamPF00263,	file10_IV.faa	dnafile10_IV.fna	10864_10868_1977402
cluster11_ss-DNA_binding_prote..	size1	taxa1		file11_ss-DNA_binding_prote...faa	dnafile11_ss-DNA_binding_prote...fna	10868
cluster13_IX	size1	taxa1		file13_IX.faa	dnafile13_IX.fna	10868
cluster15_III	size1	taxa1	PfamPF05357,	file15_III.faa	dnafile15_III.fna	10868
cluster19_hypothetical_protein	size1	taxa1	PfamPF01385,PF07282,	file19_hypothetical_protein.faa	dnafile19_hypothetical_protein.fna	10868
cluster20_hypothetical_protein	size1	taxa1	PfamPF05155,	file20_hypothetical_protein.faa	dnafile20_hypothetical_protein.fna	10868
cluster22_IV	size5	taxa5	PfamPF03958,PF00263,	file22_IV.faa	dnafile22_IV.fna	10869_10872_10867_1340745_83201
cluster23_replication_initiati..	size1	taxa1	PfamPF05144,PF05155,	file23_replication_initiati...faa	dnafile23_replication_initiati...fna	10869
cluster24_X	size1	taxa1	PfamPF05155,	file24_X.faa	dnafile24_X.fna	10869
cluster25_gene_V_product	size1	taxa1	PfamPF17426,	file25_gene_V_product.faa	dnafile25_gene_V_product.fna	10869
cluster26_VII	size2	taxa2	PfamPF19978,	file26_VII.faa	dnafile26_VII.fna	10869_10867
cluster27_IX	size2	taxa2		file27_IX.faa	dnafile27_IX.fna	10869_10867
cluster29_III	size2	taxa2	PfamPF05357,	file29_III.faa	dnafile29_III.fna	10869_10867
cluster40_hypothetical_protein	size1	taxa1		file40_hypothetical_protein.faa	dnafile40_hypothetical_protein.fna	189836
cluster41_hypothetical_protein	size1	taxa1		file41_hypothetical_protein.faa	dnafile41_hypothetical_protein.fna	189836
cluster42_Putative_structural_..	size1	taxa1		file42_Putative_structural_...faa	dnafile42_Putative_structural_...fna	189836
cluster43_Putative_structural_..	size1	taxa1		file43_Putative_structural_...faa	dnafile43_Putative_structural_...fna	189836
cluster44_Putative_coat_protei..	size1	taxa1		file44_Putative_coat_protei...faa	dnafile44_Putative_coat_protei...fna	189836
cluster45_Putative_structural_..	size1	taxa1		file45_Putative_structural_...faa	dnafile45_Putative_structural_...fna	189836
cluster46_Putative_structural_..	size1	taxa1		file46_Putative_structural_...faa	dnafile46_Putative_structural_...fna	189836
cluster47_hypothetical_protein	size2	taxa2	PfamPF05707,	file47_hypothetical_protein.faa	dnafile47_hypothetical_protein.fna	189836_1968339
cluster48_Putative_replication..	size1	taxa1	PfamPF01446,	file48_Putative_replication...faa	dnafile48_Putative_replication...fna	189836
cluster49_hypothetical_protein	size1	taxa1		file49_hypothetical_protein.faa	dnafile49_hypothetical_protein.fna	189836
cluster50_hypothetical_protein	size1	taxa1		file50_hypothetical_protein.faa	dnafile50_hypothetical_protein.fna	10872
cluster51_major_coat_protein	size1	taxa1	PfamPF05356,	file51_major_coat_protein.faa	dnafile51_major_coat_protein.fna	10872
cluster52_50-kDa_virion_protei..	size1	taxa1	PfamPF05616,	file52_50-kDa_virion_protei...faa	dnafile52_50-kDa_virion_protei...fna	10872
cluster53_putative_minor_coat_..	size5	taxa5	PfamPF10734,	file53_putative_minor_coat_...faa	dnafile53_putative_minor_coat_...fna	10872_1150992_384360_1354496_1027253
cluster211_hypothetical_protein	size10	taxa10	PfamPF05707,	file211_hypothetical_protein.faa	dnafile211_hypothetical_protein.fna	10872_926543_1150992_384360_247080_2011087_1346893_1027253_1852597_10862
cluster56_hypothetical_protein	size1	taxa1		file56_hypothetical_protein.faa	dnafile56_hypothetical_protein.fna	10872
cluster57_hypothetical_protein	size1	taxa1		file57_hypothetical_protein.faa	dnafile57_hypothetical_protein.fna	10872
cluster58_ssDNA-binding_protei..	size1	taxa1		file58_ssDNA-binding_protei...faa	dnafile58_ssDNA-binding_protei...fna	10872
cluster59_ssDNA_binding_protei..	size1	taxa1		file59_ssDNA_binding_protei...faa	dnafile59_ssDNA_binding_protei...fna	2011081
cluster60_hypothetical_protein	size1	taxa1		file60_hypothetical_protein.faa	dnafile60_hypothetical_protein.fna	2011081
cluster61_hypothetical_protein	size1	taxa1		file61_hypothetical_protein.faa	dnafile61_hypothetical_protein.fna	2011081
cluster62_major_coat_protein	size1	taxa1	PfamPF05356,	file62_major_coat_protein.faa	dnafile62_major_coat_protein.fna	2011081
cluster63_hypothetical_protein	size1	taxa1		file63_hypothetical_protein.faa	dnafile63_hypothetical_protein.fna	2011081
cluster64_hypothetical_protein	size1	taxa1	PfamPF10734,	file64_hypothetical_protein.faa	dnafile64_hypothetical_protein.fna	2011081
cluster65_putative_assembly_pr..	size5	taxa5	PfamPF05707,	file65_putative_assembly_pr...faa	dnafile65_putative_assembly_pr...fna	2011081_292443_1105327_127507_127508
cluster66_hypothetical_protein	size1	taxa1		file66_hypothetical_protein.faa	dnafile66_hypothetical_protein.fna	2011081
cluster67_putative_integrase	size1	taxa1		file67_putative_integrase.faa	dnafile67_putative_integrase.fna	2011081
cluster68_hypothetical_protein	size1	taxa1		file68_hypothetical_protein.faa	dnafile68_hypothetical_protein.fna	2011081
cluster69_hypothetical_protein	size1	taxa1		file69_hypothetical_protein.faa	dnafile69_hypothetical_protein.fna	2011081
cluster70_hypothetical_protein	size1	taxa1		file70_hypothetical_protein.faa	dnafile70_hypothetical_protein.fna	2011081
cluster71_hypothetical_protein	size1	taxa1	PfamPF17525,	file71_hypothetical_protein.faa	dnafile71_hypothetical_protein.fna	2011081
cluster72_hypothetical_protein	size1	taxa1		file72_hypothetical_protein.faa	dnafile72_hypothetical_protein.fna	2011081
cluster73_rolling_circle_DNA_r..	size6	taxa6		file73_rolling_circle_DNA_r...faa	dnafile73_rolling_circle_DNA_r...fna	1460070_1505528_384359_520962_1852598_247080
cluster74_hypothetical_protein	size1	taxa1		file74_hypothetical_protein.faa	dnafile74_hypothetical_protein.fna	1460070
cluster75_resolvase	size4	taxa4	PfamPF00239,	file75_resolvase.faa	dnafile75_resolvase.fna	1460070_384359_520962_1852598
