"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"1","1_putative_viral_repli..",101,100,"PF02407_PF00910_","1_putative_viral_repli...faa","1_putative_viral_repli...fna","1168547_1634476_2293273_1618233_1618234_1618236_1618237_1618239_1618240_1618247_1618243_1618255_1618257_1618258_1618260_759938_1868218_1868219_2050585_2050586_2050587_1572237_1329650_795381_77856_142661_1194757_743290_1379725_1788443_1788452_2050038_126070_742920_1673638_742922_742923_942037_942036_742915_742916_742917_742918_942032_942034_942033_1520935_742924_1592764_1348500_1506568_942035_1692247_1234879_1234880_1234881_1234881_1234882_1234883_1574360_1574361_1574362_2152567_2006585_324685_1380894_2249941_400122_2006642_2016459_146032_400121_2038728_1345637_2017082_743300_1173709_1128073_1475143_1959844_1959845_1611039_2169856_232802_257468_1795983_1795984_1795985_2294094_2057942_133704_85708_720569_345250_1195373_1126411_2293301_349370_459957_1732201_1642515",72.992700729927
"2","2_hypothetical_protein",1,1,"","2_hypothetical_protein.faa","2_hypothetical_protein.fna","1168547",0.72992700729927
"3","3_putative_replication..",19,19,"PF02407_","3_putative_replication...faa","3_putative_replication...fna","1692242_1618235_1618245_1618248_1572239_1692246_2480195_1692249_1692250_2016457_1692252_1692253_1692255_1692256_1692257_1692259_1692260_1419711_1692261",13.8686131386861
"4","4_putative_capsid_prot..",10,10,"","4_putative_capsid_prot...faa","4_putative_capsid_prot...fna","1692242_1618248_2480195_1692248_1692250_2016457_1692252_1692255_1692256_1692257",7.2992700729927
"5","6_capsid_protein",2,2,"","6_capsid_protein.faa","6_capsid_protein.fna","1634476_1128073",1.45985401459854
"6","7_putative_capsid_prot..",4,4,"PF02443_","7_putative_capsid_prot...faa","7_putative_capsid_prot...fna","2293273_795381_742916_1234881",2.91970802919708
"7","10_putative_capsid_prot..",4,4,"","10_putative_capsid_prot...faa","10_putative_capsid_prot...fna","1618233_1692246_1788449_1692263",2.91970802919708
"8","11_putative_capsid_prot..",1,1,"","11_putative_capsid_prot...faa","11_putative_capsid_prot...fna","1618234",0.72992700729927
"9","13_putative_capsid_prot..",1,1,"","13_putative_capsid_prot...faa","13_putative_capsid_prot...fna","1618235",0.72992700729927
"10","15_putative_capsid_prot..",2,2,"","15_putative_capsid_prot...faa","15_putative_capsid_prot...fna","1618236_1618237",1.45985401459854
