cluster	prevalence	term	what	familia	algoritmo
1_capsid_protein	100	Putative function Uniprot hit [GO:PPPPPPP]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	Putative function Uniprot hit [GO:PPPPPPP]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	DNA replication [GO:0006260]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	protein-DNA covalent cross-linking [GO:0018142]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	rolling circle single-stranded viral DNA replication [GO:0039684]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
33_replication-associat..	2.0408163265306123	DNA replication [GO:0006260]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
33_replication-associat..	2.0408163265306123	protein-DNA covalent cross-linking [GO:0018142]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
33_replication-associat..	2.0408163265306123	rolling circle single-stranded viral DNA replication [GO:0039684]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
43_ORF5	2.0408163265306123	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
44_ORF3	2.0408163265306123	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
45_ORF6	2.0408163265306123	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
47_ORF4	2.0408163265306123	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
97_Rep_protein	2.0408163265306123	Putative function Uniprot hit [GO:PPPPPPP]	bp	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
1_capsid_protein	100	Putative function Uniprot hit [GO:PPPPPPP]	cc	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	Putative function Uniprot hit [GO:PPPPPPP]	cc	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	host cell nucleus [GO:0042025]	cc	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
33_replication-associat..	2.0408163265306123	host cell nucleus [GO:0042025]	cc	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
43_ORF5	2.0408163265306123	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
44_ORF3	2.0408163265306123	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
45_ORF6	2.0408163265306123	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
47_ORF4	2.0408163265306123	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
97_Rep_protein	2.0408163265306123	Putative function Uniprot hit [GO:PPPPPPP]	cc	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
1_capsid_protein	100	Putative function Uniprot hit [GO:PPPPPPP]	mf	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	Putative function Uniprot hit [GO:PPPPPPP]	mf	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	ATP binding [GO:0005524]	mf	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	DNA binding [GO:0003677]	mf	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	endodeoxyribonuclease activity, producing 5'-phosphomonoesters [GO:0016888]	mf	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
2_replication_associat..	97.95918367346938	metal ion binding [GO:0046872]	mf	../results/Get_homologues/Smacoviridae/Smacoviridae_all_homologues_19062021_0820/	OMCL
