1,1,1,494,1,494,0.0,1039
1,11,1,494,1,494,0.0,1026
1,21,1,494,1,494,0.0,1029
1,31,1,494,1,494,0.0,1016
1,41,1,494,1,494,0.0,1010
1,51,1,494,1,494,0.0,1022
1,61,1,494,1,494,0.0,1026
1,71,1,494,1,494,0.0,1014
1,72,172,494,1,323,0.0,673
1,82,1,494,1,494,0.0,1039
1,92,1,494,1,494,0.0,1022
1,102,1,494,1,494,0.0,1022
2,2,1,117,1,117,6.00e-85,244
2,83,1,117,1,117,6.00e-85,244
2,22,1,117,1,117,2.51e-83,241
2,52,1,117,1,117,4.29e-83,240
2,62,1,117,1,117,7.73e-81,234
2,12,1,117,1,117,1.97e-79,231
2,32,1,117,1,117,1.11e-75,221
2,73,1,117,1,117,2.77e-69,205
2,93,1,117,1,117,5.19e-68,202
2,42,1,117,1,117,1.86e-66,198
2,103,1,117,1,117,4.13e-66,197
3,3,1,53,1,53,7.17e-32,105
3,23,1,53,1,53,7.17e-32,105
3,84,1,53,1,53,7.17e-32,105
3,53,1,53,1,53,2.43e-31,104
3,63,1,53,1,53,2.86e-31,104
3,43,1,53,1,53,5.79e-31,103
3,74,1,53,6,58,1.61e-30,102
3,13,1,53,1,53,4.45e-30,101
3,104,1,53,1,53,1.31e-29,100
3,33,1,53,1,53,3.41e-29,99.4
3,94,1,53,1,53,3.49e-29,99.4
4,4,1,68,1,68,1.41e-44,139
4,85,1,68,1,68,1.41e-44,139
4,75,1,68,1,68,4.56e-44,137
4,95,1,68,1,68,4.56e-44,137
4,34,1,68,1,68,5.50e-44,137
4,24,1,68,1,68,7.82e-44,137
4,64,1,68,1,68,7.82e-44,137
4,105,1,68,1,68,1.08e-43,137
4,44,1,68,1,68,1.54e-43,136
4,54,1,68,1,68,5.90e-43,135
4,14,1,68,1,68,1.01e-42,134
5,5,1,152,1,152,1.46e-110,312
5,25,1,152,1,152,1.46e-110,312
5,65,1,152,1,152,1.46e-110,312
5,86,1,152,1,152,1.46e-110,312
5,15,1,152,1,152,5.01e-110,311
5,55,1,152,1,152,5.01e-110,311
5,35,1,152,1,152,7.87e-109,308
5,45,1,152,1,152,7.87e-109,308
5,96,5,151,3,149,1.61e-99,284
5,106,5,151,3,149,1.63e-99,284
5,76,5,151,3,149,3.84e-99,283
6,6,1,76,1,76,5.85e-46,143
6,66,1,76,1,76,1.10e-44,140
6,87,1,76,1,76,1.10e-44,140
6,26,1,76,1,76,3.41e-43,136
6,36,1,76,1,76,6.71e-33,110
6,16,1,76,1,76,5.86e-29,100
6,46,1,76,1,76,5.37e-28,97.8
6,56,1,76,1,76,2.05e-25,91.7
6,77,1,74,1,74,1.23e-20,79.3
6,107,1,74,1,74,5.70e-20,77.8
6,97,1,74,1,74,6.99e-18,72.4
7,7,1,24,1,24,1.95e-10,50.1
7,17,1,24,1,24,1.95e-10,50.1
7,27,1,24,1,24,1.95e-10,50.1
7,47,1,24,1,24,1.95e-10,50.1
7,57,1,24,1,24,1.95e-10,50.1
7,67,1,24,1,24,1.95e-10,50.1
7,88,1,24,1,24,1.95e-10,50.1
7,78,1,24,1,24,5.28e-10,48.9
7,98,1,24,1,24,5.28e-10,48.9
7,108,1,24,1,24,5.28e-10,48.9
7,37,1,24,1,24,9.77e-10,48.1
8,8,1,427,1,427,0.0,901
8,18,1,427,1,427,0.0,898
8,28,1,427,1,427,0.0,898
8,38,1,427,1,427,0.0,870
8,48,1,427,1,427,0.0,892
8,58,1,427,1,427,0.0,888
8,68,1,427,1,427,0.0,895
8,79,1,427,1,431,0.0,612
8,89,1,427,1,427,0.0,894
8,99,1,427,1,431,0.0,612
8,109,1,427,1,431,0.0,611
9,9,1,181,1,181,1.32e-127,358
9,90,1,181,1,181,4.67e-127,356
9,29,1,181,1,181,2.59e-124,349
9,39,1,181,1,181,1.40e-120,340
9,49,1,181,1,181,4.42e-120,338
9,19,1,181,1,181,3.61e-113,321
9,59,1,181,1,181,5.93e-111,315
9,69,1,181,1,181,1.13e-107,307
9,100,1,181,1,187,4.85e-33,118
9,110,1,181,1,187,1.12e-31,115
9,80,1,181,1,187,5.97e-31,113
10,10,1,325,1,325,0.0,657
10,20,1,325,1,325,0.0,566
10,30,1,325,1,325,0.0,572
10,40,1,325,1,325,0.0,587
10,50,1,325,1,325,0.0,622
10,60,1,325,1,325,0.0,580
10,70,1,325,1,325,0.0,569
10,91,1,325,1,325,0.0,655
10,101,1,325,1,330,0.0,511
10,111,7,325,20,332,1.68e-180,504
10,81,7,325,20,332,4.13e-180,503
11,11,1,494,1,494,0.0,1040
11,1,1,494,1,494,0.0,1026
11,21,1,494,1,494,0.0,1023
11,31,1,494,1,494,0.0,1009
11,41,1,494,1,494,0.0,1008
11,51,1,494,1,494,0.0,1014
11,61,1,494,1,494,0.0,1019
11,71,1,494,1,494,0.0,1011
11,72,172,494,1,323,0.0,672
11,82,1,494,1,494,0.0,1026
11,92,1,494,1,494,0.0,1020
11,102,1,494,1,494,0.0,1021
12,12,1,117,1,117,3.54e-85,245
12,52,1,117,1,117,6.20e-81,234
12,2,1,117,1,117,1.97e-79,231
12,83,1,117,1,117,1.97e-79,231
12,22,1,117,1,117,3.12e-79,230
12,62,1,117,1,117,6.83e-78,227
12,32,1,117,1,117,4.83e-76,222
12,42,1,117,1,117,1.05e-67,201
12,73,1,117,1,117,2.02e-67,200
12,93,1,117,1,117,2.97e-67,200
12,103,1,117,1,117,7.82e-65,194
13,13,1,62,1,62,8.88e-40,126
13,104,1,53,1,53,8.03e-31,103
13,33,1,53,1,53,1.54e-30,103
13,94,1,53,1,53,1.87e-30,102
13,3,1,53,1,53,5.20e-30,101
13,23,1,53,1,53,5.20e-30,101
13,84,1,53,1,53,5.20e-30,101
13,63,1,53,1,53,2.17e-29,100
13,53,1,53,1,53,2.59e-29,100
13,43,1,53,1,53,3.33e-29,99.8
13,74,1,53,6,58,1.01e-28,98.6
14,14,1,68,1,68,7.96e-45,139
14,34,1,68,1,68,2.17e-43,136
14,4,1,68,1,68,1.01e-42,134
14,85,1,68,1,68,1.01e-42,134
14,75,1,68,1,68,3.20e-42,133
14,95,1,68,1,68,3.20e-42,133
14,24,1,68,1,68,4.12e-42,132
14,64,1,68,1,68,4.12e-42,132
14,44,1,68,1,68,5.55e-42,132
14,54,1,68,1,68,5.99e-42,132
14,105,1,68,1,68,7.06e-42,132
15,15,1,152,1,152,1.18e-110,312
15,55,1,152,1,152,1.18e-110,312
15,5,1,152,1,152,5.01e-110,311
15,25,1,152,1,152,5.01e-110,311
15,65,1,152,1,152,5.01e-110,311
15,86,1,152,1,152,5.01e-110,311
15,35,1,152,1,152,3.87e-108,306
15,45,1,152,1,152,3.87e-108,306
15,106,5,151,3,149,6.87e-99,283
15,96,5,151,3,149,8.19e-99,282
15,76,5,151,3,149,1.78e-98,281
16,16,1,76,1,76,7.20e-46,143
16,6,1,76,1,76,2.09e-29,101
16,66,1,76,1,76,4.92e-28,98.2
16,87,1,76,1,76,4.92e-28,98.2
16,26,1,76,1,76,1.49e-26,94.4
16,36,1,76,1,76,3.55e-24,88.2
16,46,1,76,1,76,3.79e-24,88.2
16,56,1,76,1,76,2.57e-20,78.6
16,77,1,74,1,74,6.28e-19,75.1
16,107,1,74,1,74,2.58e-18,73.6
16,97,1,74,1,74,4.38e-16,67.8
17,17,1,24,1,24,1.95e-10,50.1
17,7,1,24,1,24,1.95e-10,50.1
17,27,1,24,1,24,1.95e-10,50.1
17,47,1,24,1,24,1.95e-10,50.1
17,57,1,24,1,24,1.95e-10,50.1
17,67,1,24,1,24,1.95e-10,50.1
17,88,1,24,1,24,1.95e-10,50.1
17,78,1,24,1,24,5.28e-10,48.9
17,98,1,24,1,24,5.28e-10,48.9
17,108,1,24,1,24,5.28e-10,48.9
17,37,1,24,1,24,9.77e-10,48.1
18,18,1,427,1,427,0.0,901
18,8,1,427,1,427,0.0,898
18,28,1,427,1,427,0.0,898
18,38,1,427,1,427,0.0,870
18,48,1,427,1,427,0.0,889
18,58,1,427,1,427,0.0,887
18,68,1,427,1,427,0.0,895
18,79,1,427,1,431,0.0,613
18,89,1,427,1,427,0.0,892
18,99,1,427,1,431,0.0,612
18,109,1,427,1,431,0.0,612
19,19,1,181,1,181,1.16e-128,360
19,59,1,181,1,181,5.87e-121,341
19,90,1,181,1,181,1.07e-113,322
19,9,1,181,1,181,3.61e-113,321
19,29,1,181,1,181,5.36e-112,318
19,39,1,181,1,181,5.92e-112,318
19,49,1,181,1,181,8.42e-110,313
19,69,1,181,1,181,1.74e-104,299
19,100,1,181,1,187,4.85e-34,120
19,110,1,181,1,187,3.90e-32,116
19,80,1,181,1,187,1.02e-30,112
20,20,1,325,1,325,0.0,655
20,10,1,325,1,325,0.0,567
20,30,1,325,1,325,0.0,646
20,40,1,325,1,325,0.0,582
20,50,1,325,1,325,0.0,608
20,60,1,325,1,325,0.0,601
20,70,1,325,1,325,0.0,637
20,81,7,325,20,332,0.0,517
20,91,1,325,1,325,0.0,568
20,101,1,325,1,330,0.0,520
20,111,7,325,20,332,0.0,518
21,21,1,494,1,494,0.0,1040
21,1,1,494,1,494,0.0,1029
21,11,1,494,1,494,0.0,1023
21,31,1,494,1,494,0.0,1016
21,41,1,494,1,494,0.0,1020
21,51,1,494,1,494,0.0,1019
21,61,1,494,1,494,0.0,1023
21,71,1,494,1,494,0.0,1012
21,72,172,494,1,323,0.0,674
21,82,1,494,1,494,0.0,1029
21,92,1,494,1,494,0.0,1021
21,102,1,494,1,494,0.0,1018
22,22,1,117,1,117,1.17e-84,244
22,2,1,117,1,117,2.51e-83,241
22,83,1,117,1,117,2.51e-83,241
22,52,1,117,1,117,1.01e-82,239
22,62,1,117,1,117,1.28e-80,234
22,12,1,117,1,117,3.12e-79,230
22,32,1,117,1,117,2.89e-75,220
22,73,1,117,1,117,5.59e-69,204
22,93,1,117,1,117,2.12e-66,198
22,42,1,117,1,117,3.32e-66,197
22,103,1,117,1,117,7.31e-66,196
23,23,1,53,1,53,7.17e-32,105
23,3,1,53,1,53,7.17e-32,105
23,84,1,53,1,53,7.17e-32,105
23,53,1,53,1,53,2.43e-31,104
23,63,1,53,1,53,2.86e-31,104
23,43,1,53,1,53,5.79e-31,103
23,74,1,53,6,58,1.61e-30,102
23,13,1,53,1,53,4.45e-30,101
23,104,1,53,1,53,1.31e-29,100
23,33,1,53,1,53,3.41e-29,99.4
23,94,1,53,1,53,3.49e-29,99.4
24,24,1,68,1,68,2.26e-44,138
24,64,1,68,1,68,2.26e-44,138
24,4,1,68,1,68,7.82e-44,137
24,85,1,68,1,68,7.82e-44,137
24,34,1,68,1,68,2.35e-43,136
24,75,1,68,1,68,2.62e-43,135
24,95,1,68,1,68,2.62e-43,135
24,105,1,68,1,68,5.97e-43,135
24,44,1,68,1,68,7.77e-43,134
24,54,1,68,1,68,2.25e-42,133
24,14,1,68,1,68,4.12e-42,132
25,25,1,152,1,152,1.46e-110,312
