Core.size Pan.size BIC LogLikelihood
2 components 1 13 300.663995761875 -146.484573844745
3 components 0 29 43.7121123877315 -15.4436828002119
4 components 0 28 48.8708710167226 -15.4581127572459
5 components 0 28 54.0268876040059 -15.471171693426
6 components 0 23 60.0812511660658 -15.9334041169945
7 components 0 46 62.7368051073464 -14.6962317301732
8 components 0 38 66.6558684816896 -14.0908140598833
9 components 0 34 73.1519538698712 -14.7739073965126
10 components 0 20 83.4454043127251 -17.3556832604779
Sample 1 13 NA NA
