Core.size Pan.size BIC LogLikelihood
2 components 0 25 5743.82153362112 -2867.08245307326
3 components 0 26 263.655193860063 -123.780407367861
4 components 0 26 273.71729552254 -125.592582374232
5 components 0 26 208.464336441139 -89.7472270086625
6 components 0 26 212.241313342725 -88.4168396345874
7 components 0 26 218.430108537024 -88.2923614068686
8 components 0 35 173.885727237266 -62.8012949321214
9 components 0 30 188.810558728036 -67.0448348526382
10 components 0 32 196.48311555984 -67.6622374436719
Sample 0 25 NA NA
