source:/home/abelardo/Documents/Semestre2021-2/ssDNA_invoking_gethoms/results/Get_homologues/Parvoviridae/Parvoviridae_all_homologues_19062021_0804_intersection	Acheta-domestica-densovirus_taxid_185639.gbk	Acheta-domestica-mini-ambidensovirus_taxid_1404345.gbk	Adeno-associated-virus--1_taxid_85106.gbk	Adeno-associated-virus--2_taxid_10804.gbk	Adeno-associated-virus--3_taxid_46350.gbk	Adeno-associated-virus--4_taxid_57579.gbk	Adeno-associated-virus--5_taxid_82300.gbk	Adeno-associated-virus--7_taxid_202812.gbk	Adeno-associated-virus--8_taxid_202813.gbk	Adeno-associated-virus_taxid_272636.gbk	Aedes-aegypti-densovirus-2_taxid_1513196.gbk	Aedes-albopictus-densovirus-2_taxid_1513199.gbk	Aleutian-mink-disease-virus_taxid_28314.gbk	Amdoparvovirus-sp_taxid_1908805.gbk	Anopheles-gambiae-densovirus_taxid_487311.gbk	Artibeus-jamaicensis-parvovirus-1_taxid_1131485.gbk	Avian-adeno-associated-virus-ATCC-VR-865_taxid_219704.gbk	Avian-adeno-associated-virus-strain-DA-1_taxid_281492.gbk	Bat-adeno-associated-virus-YNM_taxid_727962.gbk	Bat-bocavirus-WM40_taxid_2259810.gbk	Bat-bocavirus-XM30_taxid_2259811.gbk	Bat-bocavirus_taxid_1329649.gbk	Bearded-dragon-parvovirus_taxid_1670662.gbk	Blattella-germanica-densovirus-1_taxid_220638.gbk	Bocavirus-gorilla-GBoV1-2009_taxid_864686.gbk	Bocavirus-pig-SX-China-2010_taxid_912967.gbk	Bombus-cryptarum-densovirus_taxid_2094261.gbk	Bombyx-mori-densovirus-1_taxid_46253.gbk	Bombyx-mori-densovirus-5_taxid_125788.gbk	Bosavirus-MS-2016a_taxid_1917013.gbk	Bovine-adeno-associated-virus_taxid_256548.gbk	Bovine-hokovirus-1_taxid_494651.gbk	Bovine-parvovirus--2_taxid_172296.gbk	Bovine-parvovirus-1_taxid_365609.gbk	Bovine-parvovirus-3_taxid_172297.gbk	Bovine-parvovirus_taxid_10784.gbk	Bufavirus-3_taxid_1391667.gbk	California-sea-lion-adeno-associated-virus-1_taxid_1073950.gbk	California-sea-lion-bocavirus-1_taxid_1073959.gbk	California-sea-lion-bocavirus-3_taxid_1073961.gbk	Canine-bocavirus-1_taxid_1511885.gbk	Canine-minute-virus_taxid_329639.gbk	Canine-parvovirus_taxid_10788.gbk	Casphalia-extranea-densovirus_taxid_180586.gbk	Cherax-quadricarinatus-densovirus_taxid_1642018.gbk	Chicken-parvovirus-ABU-P1_taxid_717641.gbk	Chipmunk-parvovirus_taxid_56820.gbk	Culex-pipiens-densovirus_taxid_185638.gbk	Cutavirus_taxid_1867125.gbk	Danaus-plexippus-plexippus-iteravirus_taxid_1469956.gbk	Decapod-penstyldensovirus-1_taxid_1513224.gbk	Dendrolimus-punctatus-densovirus_taxid_292208.gbk	Desmodus-rotundus-parvovirus_taxid_1926498.gbk	Diaphorina-citri-densovirus_taxid_1776153.gbk	Diatraea-saccharalis-densovirus_taxid_72003.gbk	Dromedary-camel-bocaparvovirus-1_taxid_2014603.gbk	Dromedary-camel-bocaparvovirus-2_taxid_2014604.gbk	Dysaphis-plantaginea-densovirus_taxid_551224.gbk	Eidolon-helvum-bat-parvovirus_taxid_1131483.gbk	Equine-parvovirus-H_taxid_2079554.gbk	Eulipotyphla-protoparvovirus-1_taxid_2170148.gbk	Feline-bocaparvovirus-2_taxid_1417756.gbk	Feline-bocaparvovirus-3_taxid_2259807.gbk	Feline-bocavirus_taxid_1174530.gbk	Fenneropenaeus-chinensis-hepandensovirus_taxid_797418.gbk	Galleria-mellonella-densovirus_taxid_37138.gbk	Goose-parvovirus_taxid_38251.gbk	Gray-fox-amdovirus_taxid_1093101.gbk	Helicoverpa-armigera-densovirus_taxid_1045778.gbk	Human-bocavirus-2c-PK_taxid_1511882.gbk	Human-bocavirus-3_taxid_638313.gbk	Human-bocavirus-4-NI_taxid_1511883.gbk	Human-erythrovirus-V9_taxid_72197.gbk	Human-parvovirus-4-G1_taxid_1511919.gbk	Human-parvovirus-B19_taxid_10798.gbk	Junonia-coenia-densovirus_taxid_12524.gbk	Lagomorph-bocaparvovirus-1_taxid_2169774.gbk	Lupine-bocavirus_taxid_2017714.gbk	Megabat-bufavirus-1_taxid_1756191.gbk	Miniopterus-schreibersii-bat-bocavirus_taxid_1911554.gbk	Mink-bocavirus-1_taxid_2259808.gbk	Minute-virus-of-mice_taxid_10794.gbk	Mosquito-densovirus-BR-07_taxid_945962.gbk	Mouse-kidney-parvovirus_taxid_2316143.gbk	Muscovy-duck-parvovirus_taxid_37325.gbk	Myotis-myotis-bocavirus-1_taxid_1195367.gbk	Mythimna-loreyi-densovirus_taxid_185636.gbk	Myzus-persicae-densovirus_taxid_210016.gbk	Ovine-hokovirus_taxid_1096142.gbk	Papilio-polyxenes-densovirus_taxid_1221208.gbk	Parus-major-densovirus_taxid_1907771.gbk	Parvovirus-NIH-CQV_taxid_1341019.gbk	Parvovirus-YX-2010-CHN_taxid_754189.gbk	Penaeus-monodon-hepandensovirus-1_taxid_1513204.gbk	Penaeus-monodon-hepandensovirus-4_taxid_1513208.gbk	Penaeus-stylirostris-penstyldensovirus-1_taxid_1513225.gbk	Periplaneta-fuliginosa-densovirus_taxid_97344.gbk	Pig-tailed-macaque-parvovirus_taxid_119755.gbk	Planococcus-citri-densovirus_taxid_159153.gbk	Porcine-bocavirus-1-pig-ZJD-China-2006_taxid_795694.gbk	Porcine-bocavirus-3_taxid_1084715.gbk	Porcine-bocavirus-4-1_taxid_1084717.gbk	Porcine-bocavirus-5-JS677_taxid_1131622.gbk	Porcine-bocavirus-H18_taxid_1511887.gbk	Porcine-bocavirus_taxid_1165907.gbk	Porcine-hokovirus_taxid_494652.gbk	Porcine-partetravirus_taxid_1208310.gbk	Porcine-parvovirus-2_taxid_1126383.gbk	Porcine-parvovirus-4_taxid_707546.gbk	Porcine-parvovirus-5_taxid_1241957.gbk	Porcine-parvovirus-6_taxid_1472911.gbk	Porcine-parvovirus-7_taxid_1820046.gbk	Porcine-parvovirus_taxid_10796.gbk	Primate-bocaparvovirus-1_taxid_1511871.gbk	Primate-protoparvovirus-1_taxid_1511907.gbk	Protoparvovirus-Zsana-2013-HUN_taxid_1755694.gbk	Pseudoplusia-includens-densovirus_taxid_185637.gbk	Raccoon-dog-amdovirus_taxid_1513315.gbk	Rat-bocavirus_taxid_1788315.gbk	Rat-bufavirus-SY-2015_taxid_1763507.gbk	Rat-parvovirus-1_taxid_74581.gbk	Red-crowned-crane-parvovirus_taxid_2079601.gbk	Rhesus-macaque-parvovirus_taxid_119756.gbk	Rhinolophus-pusillus-bocaparvovirus-1_taxid_2053079.gbk	Rhinolophus-pusillus-bocaparvovirus-2_taxid_2053080.gbk	Rhinolophus-sinicus-bocaparvovirus_taxid_1911555.gbk	Rousettus-leschenaultii-bocaparvovirus-1_taxid_2053082.gbk	Sea-otter-parvovirus-1_taxid_1882382.gbk	Sesavirus-CSL10538_taxid_1519097.gbk	Sibine-fusca-densovirus_taxid_1217821.gbk	Simian-parvovirus_taxid_31598.gbk	Skunk-amdoparvovirus_taxid_1961072.gbk	Slow-loris-parvovirus-1_taxid_1581151.gbk	Snake-adeno-associated-virus_taxid_252602.gbk	Solenopsis-invicta-densovirus_taxid_1414671.gbk	Tetraparvovirus-sp_taxid_1908804.gbk	Turkey-parvovirus-1078_taxid_740933.gbk	Turkey-parvovirus-260_taxid_740934.gbk	Ungulate-bocaparvovirus-6_taxid_1864484.gbk	Ungulate-tetraparvovirus-1_taxid_1511914.gbk	Ungulate-tetraparvovirus-3_taxid_1511916.gbk	Wuharv-parvovirus-1_taxid_1245561.gbk	
1_Putative_nonstructur...faa	ID:YP_227599.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
4_Putative_structural_...faa	ID:YP_227602.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_874379.2,ID:NP_874380.1,ID:YP_009407715.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_046816.1,ID:NP_046817.1,ID:NP_046818.1,	-	-	ID:YP_009362131.1,	-	-	-	-	-	-	-	ID:NP_694831.1,ID:NP_694832.1,ID:NP_694833.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_958102.1,ID:NP_958103.1,ID:NP_958104.1,	ID:NP_874377.1,	-	-	ID:YP_009310055.1,	-	-	-	-	-	ID:NP_051017.1,	-	ID:NP_694842.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_007003826.1,ID:YP_007003827.1,ID:YP_007003828.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008766863.1,	-	-	-	-	-	-	-	
5_Putative_structural_...faa	ID:YP_227603.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_051016.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
6_NS3.faa	-	ID:YP_008658567.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
8_NS2.faa	-	ID:YP_008658569.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
9_VP1.faa	-	ID:YP_008658570.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
10_nonstructural_protei...faa	-	-	ID:NP_049541.1,	ID:YP_680422.1,ID:YP_680423.1,	ID:NP_043940.1,	ID:NP_044926.1,	ID:YP_068408.1,	ID:YP_077177.1,	ID:YP_077179.1,	ID:YP_009552823.1,	-	-	-	-	-	ID:YP_005097851.1,	ID:NP_852780.1,	ID:YP_077182.1,	ID:YP_003858571.1,	-	-	-	ID:YP_009154712.1,	-	-	-	-	-	-	ID:YP_009325417.2,	ID:YP_024970.1,	ID:YP_009508196.1,	ID:YP_077175.1,	-	ID:YP_009465713.1,	-	-	ID:YP_009507366.1,	-	-	-	-	-	-	-	-	ID:YP_009507375.1,	-	-	-	-	-	-	-	-	-	-	-	ID:YP_005090504.1,	ID:YP_009552775.1,	-	-	-	-	-	-	ID:NP_043514.1,	-	-	-	-	-	ID:NP_694863.1,	ID:YP_238482.1,	ID:YP_004928144.1,	-	-	-	-	-	-	-	-	-	ID:YP_068410.1,	-	-	-	ID:YP_009507390.1,	-	-	-	ID:YP_009507388.1,	-	-	-	-	ID:YP_009507373.1,	-	-	-	-	-	-	-	ID:YP_009507385.1,	ID:YP_008439207.1,	ID:YP_009112878.1,	ID:YP_004013956.1,	ID:YP_008888533.1,	ID:YP_009021566.1,	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009507371.1,	-	-	-	-	-	ID:YP_009116876.1,	-	ID:YP_009507368.1,	-	ID:YP_009111339.1,	ID:YP_068093.1,	-	ID:YP_009315886.1,	-	-	-	ID:YP_009175068.1,	ID:YP_009389278.1,	-	
11_capsid_protein.faa	-	-	ID:NP_049542.1,	ID:YP_680426.1,	ID:NP_043941.1,	ID:NP_044927.1,	ID:YP_068409.1,	ID:YP_077178.1,	ID:YP_077180.1,	ID:YP_009552824.1,	-	-	-	-	-	ID:YP_005097852.1,	-	ID:YP_077183.1,	ID:YP_003858572.1,	ID:YP_009508791.1,	-	ID:YP_009229910.1,	ID:YP_009154713.1,	-	ID:YP_003799998.1,	-	-	-	-	ID:YP_009325418.3,	ID:YP_024971.1,	ID:YP_009508197.1,	-	ID:YP_009508183.1,	-	ID:NP_041404.1,	ID:YP_009058895.1,	ID:YP_009507367.1,	ID:YP_009507352.1,	ID:YP_009507356.1,	ID:YP_007518456.1,	ID:NP_758523.1,	ID:NP_041400.1,	-	-	-	ID:YP_009507377.1,	-	ID:YP_009508805.1,	-	-	-	-	-	-	ID:YP_009389294.1,	-	-	ID:YP_005090505.1,	-	ID:YP_009130651.1,	-	ID:YP_009508783.1,	ID:YP_006272946.1,	-	-	ID:NP_043515.1,	-	-	ID:YP_002586775.1,	ID:YP_002808456.1,	ID:YP_002916062.1,	ID:NP_694865.1,	-	ID:YP_004928146.1,	-	ID:YP_009215303.1,	ID:YP_009551695.1,	ID:YP_009241377.1,	-	ID:YP_009272915.1,	ID:NP_041244.1,	-	-	ID:YP_068411.1,	ID:YP_009508787.1,	-	-	ID:YP_009507391.1,	-	-	-	ID:YP_009507389.1,	-	-	-	-	ID:YP_009507374.1,	-	ID:YP_009046824.1,	ID:YP_004869643.1,	-	ID:YP_005086950.1,	-	ID:YP_009010976.1,	-	-	ID:YP_009112879.1,	-	-	-	-	ID:NP_757371.1,	ID:YP_338088.1,	ID:YP_009507380.1,	-	-	-	ID:YP_009227293.1,	ID:YP_009186841.1,	-	-	ID:YP_009507372.1,	ID:YP_009552697.1,	ID:YP_009553049.1,	-	-	ID:YP_009272691.1,	-	-	ID:YP_009507369.1,	-	ID:YP_009111340.1,	ID:YP_068094.1,	-	ID:YP_009315887.1,	-	-	ID:YP_009259491.1,	ID:YP_009175069.1,	ID:YP_009389279.1,	ID:YP_009508803.1,	
14_Rep_40_protein.faa	-	-	-	ID:YP_680424.1,ID:YP_680425.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009508789.1,	ID:YP_009508793.1,	ID:YP_009229908.1,	-	-	ID:YP_003799996.1,	ID:YP_009507358.1,	-	-	-	-	-	-	-	ID:YP_009508180.1,ID:YP_009508181.1,	-	ID:NP_041402.1,	-	-	ID:YP_009507350.1,	ID:YP_009507354.1,	ID:YP_007518454.1,	ID:NP_758521.1,	-	-	-	ID:YP_009046818.1,	-	-	-	-	-	-	-	-	-	ID:YP_009389292.1,	ID:YP_009389289.1,	-	-	-	-	ID:YP_008802580.1,	ID:YP_009508781.1,	ID:YP_006272944.1,	-	-	-	-	-	ID:YP_002586773.1,	ID:YP_002808454.1,	ID:YP_002916059.1,ID:YP_002916060.1,	-	-	-	-	ID:YP_009215301.1,	ID:YP_009551693.1,	-	ID:YP_009508798.1,	ID:YP_009272913.1,	-	-	-	-	ID:YP_009508785.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009046822.1,	ID:YP_004869641.1,	ID:YP_004869645.1,	ID:YP_005086948.1,	ID:YP_009507362.1,	ID:YP_009010974.1,	-	-	-	-	-	-	-	-	ID:YP_338086.1,	-	-	-	-	ID:YP_009227290.1,ID:YP_009227291.1,	-	-	ID:YP_009552825.1,ID:YP_009552126.1,	-	ID:YP_009552695.1,	ID:YP_009553047.1,	ID:YP_009315890.1,ID:YP_009315891.1,	ID:YP_009553050.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009507346.1,	ID:YP_009259490.1,	-	-	-	
