source:/home/abelardo/Documents/Semestre2021-2/ssDNA_invoking_gethoms/results/Get_homologues/Pleolipoviridae/cluster_1_homologues_19062021_0818_intersection	Haloarcula-hispanica-pleomorphic-virus-3_taxid_1879051.gbk	Halogeometricum-pleomorphic-virus-1_taxid_1156722.gbk	Halorubrum-pleomorphic-virus-10_taxid_2507576.gbk	Halorubrum-pleomorphic-virus-11_taxid_2507577.gbk	Halorubrum-pleomorphic-virus-12_taxid_2507578.gbk	Halorubrum-pleomorphic-virus-1_taxid_634168.gbk	Halorubrum-pleomorphic-virus-2_taxid_1156719.gbk	Halorubrum-pleomorphic-virus-3_taxid_1156720.gbk	Halorubrum-pleomorphic-virus-6_taxid_1156721.gbk	
1_VP1.faa	ID:YP_009798564.1,	-	-	-	-	-	-	-	-	
2_putative_protein_2.faa	ID:YP_009798565.1,	-	-	-	-	-	-	-	-	
4_putative_protein_4.faa	ID:YP_009798567.1,	-	-	-	-	-	-	-	-	
5_putative_protein_5.faa	ID:YP_009798568.1,	-	-	-	-	-	-	ID:YP_005454276.1,	-	
7_putative_protein_7.faa	ID:YP_009798570.1,	ID:YP_005454303.1,	ID:YP_009819958.1,	ID:YP_009819971.1,	ID:YP_009819942.1,	-	-	ID:YP_005454278.1,	-	
8_putative_protein_8.faa	ID:YP_009798571.1,	-	-	-	-	-	-	-	-	
9_putative_protein_9.faa	ID:YP_009798572.1,	-	-	-	-	-	-	-	-	
10_putative_protein_10.faa	ID:YP_009798573.1,	-	-	-	-	-	-	-	-	
11_putative_protein_11.faa	ID:YP_009798574.1,	ID:YP_005454308.1,	ID:YP_009819961.1,	ID:YP_009819975.1,	ID:YP_009819946.1,	-	-	ID:YP_005454281.1,	-	
12_putative_protein_12.faa	ID:YP_009798575.1,	-	-	-	-	-	-	-	-	
13_putative_protein_13.faa	ID:YP_009798576.1,	-	-	-	-	-	-	-	-	
14_putative_protein_14.faa	ID:YP_009798577.1,	-	-	-	-	-	-	-	-	
15_putative_protein_15.faa	ID:YP_009798578.1,	-	-	-	-	-	-	-	-	
16_putative_protein_16.faa	ID:YP_009798579.1,	-	-	-	-	-	-	-	-	
17_putative_protein_17.faa	ID:YP_009798580.1,	-	-	-	-	-	-	-	-	
18_ORF1.faa	-	ID:YP_005454295.1,	-	-	-	-	-	-	-	
19_2.faa	-	ID:YP_005454296.1,	ID:YP_009819951.1,	ID:YP_009819964.1,	ID:YP_009819935.1,	-	-	-	-	
20_3.faa	-	ID:YP_005454297.1,	-	-	-	-	-	-	-	
25_ORF8.faa	-	ID:YP_005454302.1,	-	-	-	-	-	-	-	
27_ORF10.faa	-	ID:YP_005454304.1,	-	-	-	-	-	-	-	
28_ORF11.faa	-	ID:YP_005454305.1,	-	-	-	-	-	-	-	
29_ORF12.faa	-	ID:YP_005454306.1,	-	-	-	-	-	-	-	
30_ORF13.faa	-	ID:YP_005454307.1,	ID:YP_009819960.1,	ID:YP_009819974.1,	ID:YP_009819945.1,	-	-	-	-	
32_ORF15.faa	-	ID:YP_005454309.1,	-	-	-	-	-	-	-	
