Core.size Pan.size BIC LogLikelihood
2 components 0 66 138.540114781394 -63.5937729398198
3 components 0 128 102.985519809101 -42.032285819755
4 components 0 118 111.13683738557 -42.323754974071
5 components 0 90 118.945033571891 -42.4436634333131
6 components 0 96 126.542304841636 -42.4581094342677
7 components 0 131 127.173541004447 -38.9895378817547
8 components 0 75 155.330995183046 -49.2840753371358
9 components 0 83 154.45891373341 -45.0638449783998
10 components 0 90 158.382455317269 -43.2414261364109
Sample 0 44 NA NA
