1,Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk,ID:YP_007974221.1 |[Ageratum Yellow vein China virus - OX1]|OX1|Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk|AV2|342|NC_021202(2739):132-473:1 ^GeneID:15486949^ Ageratum Yellow vein China virus - OX1, complete genome.|neighbours:start(),ID:YP_007974222.1(1)|neighbour_genes:start(),AV1|
2,Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk,ID:YP_007974222.1 |[Ageratum Yellow vein China virus - OX1]|OX1|Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk|AV1|774|NC_021202(2739):292-1065:1 ^GeneID:15486944^ Ageratum Yellow vein China virus - OX1, complete genome.|neighbours:ID:YP_007974221.1(1),ID:YP_007974223.1(-1)|neighbour_genes:AV2,AC3|
3,Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk,ID:YP_007974223.1 |[Ageratum Yellow vein China virus - OX1]|OX1|Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk|AC3|405|NC_021202(2739):1062-1466:-1 ^GeneID:15486945^ Ageratum Yellow vein China virus - OX1, complete genome.|neighbours:ID:YP_007974222.1(1),ID:YP_007974224.1(-1)|neighbour_genes:AV1,AC2|
4,Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk,ID:YP_007974224.1 |[Ageratum Yellow vein China virus - OX1]|OX1|Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk|AC2|408|NC_021202(2739):1207-1614:-1 ^GeneID:15486946^ Ageratum Yellow vein China virus - OX1, complete genome.|neighbours:ID:YP_007974223.1(-1),ID:YP_007974225.1(-1)|neighbour_genes:AC3,AC1|
5,Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk,ID:YP_007974225.1 |[Ageratum Yellow vein China virus - OX1]|OX1|Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk|AC1|1089|NC_021202(2739):1514-2602:-1 ^GeneID:15486947^ Ageratum Yellow vein China virus - OX1, complete genome.|neighbours:ID:YP_007974224.1(-1),ID:YP_007974226.1(-1)|neighbour_genes:AC2,AC4|
6,Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk,ID:YP_007974226.1 |[Ageratum Yellow vein China virus - OX1]|OX1|Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk|AC4|297|NC_021202(2739):2155-2451:-1 ^GeneID:15486948^ Ageratum Yellow vein China virus - OX1, complete genome.|neighbours:ID:YP_007974225.1(-1),end()|neighbour_genes:AC1,end()|
7,Ageratum-enation-virus_taxid_188333.gbk,ID:NP_598186.1 |[Ageratum enation virus]||Ageratum-enation-virus_taxid_188333.gbk|V1|348|NC_003434(2746):133-480:1 ^GeneID:935167,InterPro:IPR002511,InterPro:IPR005159,UniProtKB/TrEMBL:Q8QVH4^ Ageratum enation virus, complete genome.|neighbours:start(),ID:NP_598187.1(1)|neighbour_genes:start(),coat protein|
8,Ageratum-enation-virus_taxid_188333.gbk,ID:NP_598187.1 |[Ageratum enation virus]||Ageratum-enation-virus_taxid_188333.gbk|coat protein|771|NC_003434(2746):293-1063:1 ^GOA:Q8QVH3,GeneID:935165,InterPro:IPR000263,InterPro:IPR000650,UniProtKB/TrEMBL:Q8QVH3^ Ageratum enation virus, complete genome.|neighbours:ID:NP_598186.1(1),ID:NP_598188.1(-1)|neighbour_genes:V1,C3|
9,Ageratum-enation-virus_taxid_188333.gbk,ID:NP_598188.1 |[Ageratum enation virus]||Ageratum-enation-virus_taxid_188333.gbk|C3|405|NC_003434(2746):1060-1464:-1 ^GeneID:935162,InterPro:IPR000657,UniProtKB/TrEMBL:Q8QVH2^ Ageratum enation virus, complete genome.|neighbours:ID:NP_598187.1(1),ID:NP_598189.1(-1)|neighbour_genes:coat protein,C2|
10,Ageratum-enation-virus_taxid_188333.gbk,ID:NP_598189.1 |[Ageratum enation virus]||Ageratum-enation-virus_taxid_188333.gbk|C2|405|NC_003434(2746):1205-1609:-1 ^GOA:Q8QVH1,GeneID:935166,InterPro:IPR000942,UniProtKB/TrEMBL:Q8QVH1^ Ageratum enation virus, complete genome.|neighbours:ID:NP_598188.1(-1),ID:NP_598190.1(-1)|neighbour_genes:C3,Rep|
