cluster1_ORF2	size1	taxa1	PfamPF02957,	file1_ORF2.faa	dnafile1_ORF2.fna	1619218
cluster2_ORF1	size22	taxa22	PfamPF02956,	file2_ORF1.faa	dnafile2_ORF1.fna	1619218_1619219_1619220_1629656_1629657_687383_687349_687351_687354_687355_687358_687340_687364_687365_687366_687367_687368_687342_687343_687345_687346_687347
cluster3_ORF3	size1	taxa1	PfamPF05501,	file3_ORF3.faa	dnafile3_ORF3.fna	1619218
cluster31_hypothetical_protein	size16	taxa16	PfamPF02957,	file31_hypothetical_protein.faa	dnafile31_hypothetical_protein.fna	1619219_1619220_1629656_687383_687349_687351_687353_687354_687355_687358_687367_687368_687342_687345_687346_687347
cluster6_ORF3	size1	taxa1	PfamPF05501,	file6_ORF3.faa	dnafile6_ORF3.fna	1619219
cluster7_ORF4	size1	taxa1		file7_ORF4.faa	dnafile7_ORF4.fna	1619219
cluster10_ORF3	size1	taxa1		file10_ORF3.faa	dnafile10_ORF3.fna	1619220
cluster11_ORF4	size2	taxa2		file11_ORF4.faa	dnafile11_ORF4.fna	1619220_1629656
cluster14_ORF3	size1	taxa1		file14_ORF3.faa	dnafile14_ORF3.fna	1629656
cluster16_ORF2	size1	taxa1	PfamPF08197,PF02957,	file16_ORF2.faa	dnafile16_ORF2.fna	1629657
cluster18_ORF3	size1	taxa1	PfamPF05501,	file18_ORF3.faa	dnafile18_ORF3.fna	1629657
cluster19_ORF4	size1	taxa1		file19_ORF4.faa	dnafile19_ORF4.fna	1629657
cluster22_hypothetical_protein	size1	taxa1		file22_hypothetical_protein.faa	dnafile22_hypothetical_protein.fna	687383
cluster23_hypothetical_protein	size7	taxa7	PfamPF02957,	file23_hypothetical_protein.faa	dnafile23_hypothetical_protein.fna	687349_687351_687366_687367_687342_687345_687347
cluster24_hypothetical_protein	size8	taxa8	PfamPF02957,PF05501,	file24_hypothetical_protein.faa	dnafile24_hypothetical_protein.fna	687349_687351_687340_687366_687367_687342_687345_687347
cluster32_hypothetical_protein	size1	taxa1	PfamPF02956,PF05501,	file32_hypothetical_protein.faa	dnafile32_hypothetical_protein.fna	687353
cluster39_orf2-5	size1	taxa1	PfamPF02957,	file39_orf2-5.faa	dnafile39_orf2-5.fna	687340
cluster42_hypothetical_protein	size1	taxa1	PfamPF02957,	file42_hypothetical_protein.faa	dnafile42_hypothetical_protein.fna	687364
cluster44_hypothetical_protein	size1	taxa1		file44_hypothetical_protein.faa	dnafile44_hypothetical_protein.fna	687364
cluster45_hypothetical_protein	size1	taxa1	PfamPF02957,	file45_hypothetical_protein.faa	dnafile45_hypothetical_protein.fna	687365
cluster47_hypothetical_protein	size1	taxa1		file47_hypothetical_protein.faa	dnafile47_hypothetical_protein.fna	687365
cluster50_hypothetical_protein	size1	taxa1	PfamPF02957,	file50_hypothetical_protein.faa	dnafile50_hypothetical_protein.fna	687366
cluster58_hypothetical_protein	size1	taxa1		file58_hypothetical_protein.faa	dnafile58_hypothetical_protein.fna	687368
cluster62_ORF1-2	size1	taxa1		file62_ORF1-2.faa	dnafile62_ORF1-2.fna	687342
cluster64_ORF1-1	size1	taxa1		file64_ORF1-1.faa	dnafile64_ORF1-1.fna	687342
cluster65_hypothetical_protein	size1	taxa1	PfamPF02957,	file65_hypothetical_protein.faa	dnafile65_hypothetical_protein.fna	687343
cluster73_ORF3	size1	taxa1		file73_ORF3.faa	dnafile73_ORF3.fna	687346
