source:/home/abelardo/Documents/Semestre2021-2/ssDNA_invoking_gethoms/results/Get_homologues/Geminiviridae/Geminiviridae_all_homologues_19062021_0435_intersection	1_BV1.faa	2_BC1.faa	4_AC3.faa	5_AC2.faa	19_AC4.faa	33_AV2.faa	88_V2.faa	89_V3.faa	93_C3.faa	119_V2.faa	120_V1.faa	133_movement_protein.faa	134_capsid_protein.faa	169_orf6.faa	171_orf7.faa	194_V3.faa	195_V2.faa	242_AV3.faa	267_movement_protein.faa	285_hypothetical_protein.faa	485_AC1.faa	547_C5.faa	575_AC5.faa	676_AC4.faa	729_movement_protein.faa	776_V2.faa	848_V2_protein.faa	850_V3_protein.faa	853_C3_protein.faa	858_AV3_protein.faa	923_C2.faa	939_C2.faa	1307_hypothetical_protein.faa	1312_V3_protein.faa	1313_V2_protein.faa	1329_1R2b.faa	1331_AL5.faa	1336_capsid.faa	1337_putative_movement_pr...faa	1338_putative_replication...faa	1339_Rep.faa	1375_V2.faa	1445_hypothetical_protein.faa	1683_AC5.faa	2062_BV1.faa	2123_truncated_V2.faa	2140_AC4.faa	2214_hypothetical_protein.faa	2241_C3.faa	2354_V3.faa	2355_V2.faa	2361_hypothetical_protein.faa	2367_AL2.faa	2867_ORF_V2.faa	2969_BV2.faa	3030_V2.faa
Abutilon-Brazil-virus_taxid_665102.gbk	ID:YP_003622546.1,	ID:YP_003622547.1,	ID:YP_003622542.1,	ID:YP_003622543.1,	-	-	-	-	-	-	-	-	ID:YP_003622541.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Abutilon-golden-mosaic-Yucatan-virus_taxid_1312723.gbk	-	-	ID:YP_009506370.1,	ID:YP_009506371.1,	-	-	-	-	-	-	-	-	ID:YP_009506369.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Abutilon-mosaic-Bolivia-virus_taxid_932071.gbk	ID:YP_004207831.1,	ID:YP_004207832.1,	ID:YP_004207820.1,	ID:YP_004207821.1,	ID:YP_004207823.1,	-	-	-	-	-	-	-	ID:YP_004207819.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Abutilon-mosaic-Brazil-virus_taxid_1046572.gbk	ID:YP_004958237.1,	ID:YP_004958238.1,	ID:YP_004958225.1,	ID:YP_004958226.1,	-	-	-	-	-	-	-	-	ID:YP_004958224.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Abutilon-mosaic-virus_taxid_10815.gbk	ID:NP_047219.2,	ID:NP_047220.2,	ID:NP_047216.1,	ID:NP_047217.2,	-	-	-	-	-	-	-	-	ID:NP_047215.2,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ageratum-Yellow-vein-China-virus--OX1_taxid_1329380.gbk	-	-	ID:YP_007974223.1,	ID:YP_007974224.1,	ID:YP_007974226.1,	ID:YP_007974221.1,	-	-	-	-	-	-	ID:YP_007974222.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ageratum-enation-virus_taxid_188333.gbk	-	-	ID:NP_598188.1,	ID:NP_598189.1,	ID:NP_598191.1,	ID:NP_598186.1,	-	-	-	-	-	-	ID:NP_598187.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ageratum-leaf-curl-Cameroon-virus_taxid_912033.gbk	-	-	ID:YP_003987452.1,	ID:YP_003987453.1,	ID:YP_003987455.1,	ID:YP_003987450.1,	-	-	-	-	-	-	ID:YP_003987451.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ageratum-leaf-curl-virus--G52_taxid_298650.gbk	-	-	ID:YP_133832.1,	ID:YP_133833.1,	ID:YP_133835.1,	ID:YP_133830.1,	-	-	-	-	-	-	ID:YP_133831.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
